PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,"Phenotype (Unstable (<30 min), Stable (>30 min))",Half-life (minutes),Compound QC
144116927,60167883,Inactive,unstable,8.23,QC'd by NCATS
375862599,53137387,Inactive,unstable,8.23,QC'd by NCATS
162010108,71296001,Inactive,unstable,8.2,QC'd by NCATS
17507451,2874147,Inactive,unstable,8.16,QC'd by NCATS
24269973,15989546,Inactive,unstable,8.13,QC'd by NCATS
136889468,57383399,Inactive,unstable,8.12,QC'd by NCATS
375884850,134805319,Inactive,unstable,8.11,QC'd by NCATS
363681477,71661259,Inactive,unstable,8.11,QC'd by NCATS
162211026,71307843,Inactive,unstable,8.1,QC'd by NCATS
144116931,60167921,Inactive,unstable,8.1,QC'd by NCATS
24267952,15987948,Inactive,unstable,8.06,QC'd by NCATS
375844493,90489320,Inactive,unstable,8.05,QC'd by NCATS
4262889,2954542,Inactive,unstable,8.03,QC'd by NCATS
164755706,71771108,Inactive,unstable,8,QC'd by NCATS
163826990,71660747,Inactive,unstable,8,QC'd by NCATS
24276304,5292916,Inactive,unstable,7.99,QC'd by NCATS
24415227,4246541,Inactive,unstable,7.91,QC'd by NCATS
4262480,2961632,Inactive,unstable,7.9,QC'd by NCATS
174006651,16725316,Inactive,unstable,7.9,QC'd by NCATS
162010081,946310,Inactive,unstable,7.9,QC'd by NCATS
375824425,134797955,Inactive,unstable,7.9,QC'd by NCATS
99367965,46907670,Inactive,unstable,7.89,QC'd by NCATS
375886165,134806633,Inactive,unstable,7.89,QC'd by NCATS
4242680,3237504,Inactive,unstable,7.87,QC'd by NCATS
375817949,137299468,Inactive,unstable,7.87,QC'd by NCATS
163827042,71660777,Inactive,unstable,7.84,QC'd by NCATS
375888647,134809115,Inactive,unstable,7.82,QC'd by NCATS
375886946,134807414,Inactive,unstable,7.81,QC'd by NCATS
124892028,16007814,Inactive,unstable,7.8,QC'd by NCATS
24406580,7498662,Inactive,unstable,7.79,QC'd by NCATS
174007018,58221879,Inactive,unstable,7.75,QC'd by NCATS
363678392,46742353,Inactive,unstable,7.73,QC'd by NCATS
24789796,135443095,Inactive,unstable,7.7,QC'd by NCATS
136889449,57383397,Inactive,unstable,7.7,QC'd by NCATS
160844133,63549790,Inactive,unstable,7.7,QC'd by NCATS
162010083,929366,Inactive,unstable,7.7,QC'd by NCATS
144116988,60167816,Inactive,unstable,7.7,QC'd by NCATS
161004088,70789461,Inactive,unstable,7.7,QC'd by NCATS
164755741,71771059,Inactive,unstable,7.7,QC'd by NCATS
164755763,26850581,Inactive,unstable,7.7,QC'd by NCATS
172121264,44312236,Inactive,unstable,7.7,QC'd by NCATS
24392254,16014644,Inactive,unstable,7.68,QC'd by NCATS
99367939,46907744,Inactive,unstable,7.66,QC'd by NCATS
29216955,17757088,Inactive,unstable,7.65,QC'd by NCATS
170465125,208908,Inactive,unstable,7.65,QC'd by NCATS
99367962,46907748,Inactive,unstable,7.65,QC'd by NCATS
174006991,70789547,Inactive,unstable,7.65,QC'd by NCATS
24387064,16010530,Inactive,unstable,7.6,QC'd by NCATS
104224415,3782995,Inactive,unstable,7.6,QC'd by NCATS
162211022,71307815,Inactive,unstable,7.6,QC'd by NCATS
24417337,16034817,Inactive,unstable,7.59,QC'd by NCATS
174006699,766949,Inactive,unstable,7.59,QC'd by NCATS
24391907,16014337,Inactive,unstable,7.58,QC'd by NCATS
363681091,70980530,Inactive,unstable,7.57,QC'd by NCATS
24270655,15990040,Inactive,unstable,7.57,QC'd by NCATS
17433275,5738266,Inactive,unstable,7.56,QC'd by NCATS
160844060,70701366,Inactive,unstable,7.5,QC'd by NCATS
161004105,70789495,Inactive,unstable,7.5,QC'd by NCATS
862844,664077,Inactive,unstable,7.49,QC'd by NCATS
24409243,16030494,Inactive,unstable,7.49,QC'd by NCATS
375886500,134806968,Inactive,unstable,7.47,QC'd by NCATS
164755758,71771062,Inactive,unstable,7.44,QC'd by NCATS
99431339,46926058,Inactive,unstable,7.4,QC'd by NCATS
160844093,70701360,Inactive,unstable,7.4,QC'd by NCATS
161004146,70789536,Inactive,unstable,7.4,QC'd by NCATS
375847708,91891800,Inactive,unstable,7.38,QC'd by NCATS
161004501,70789699,Inactive,unstable,7.35,QC'd by NCATS
144205424,170327,Inactive,unstable,7.34,QC'd by NCATS
161004056,70789378,Inactive,unstable,7.3,QC'd by NCATS
161004078,70789554,Inactive,unstable,7.3,QC'd by NCATS
162010112,9901007,Inactive,unstable,7.3,QC'd by NCATS
24405034,16026577,Inactive,unstable,7.3,QC'd by NCATS
24268876,15988676,Inactive,unstable,7.26,QC'd by NCATS
144116989,60167873,Inactive,unstable,7.25,QC'd by NCATS
99367947,46907705,Inactive,unstable,7.23,QC'd by NCATS
4239487,3234594,Inactive,unstable,7.2,QC'd by NCATS
170466929,72187560,Inactive,unstable,7.2,QC'd by NCATS
136920225,57377246,Inactive,unstable,7.2,QC'd by NCATS
375885577,134806045,Inactive,unstable,7.16,QC'd by NCATS
24396621,16018629,Inactive,unstable,7.15,QC'd by NCATS
24414195,4107705,Inactive,unstable,7.13,QC'd by NCATS
24267852,9551517,Inactive,unstable,7.12,QC'd by NCATS
104224571,49852770,Inactive,unstable,7.12,QC'd by NCATS
4260500,1245673,Inactive,unstable,7.1,QC'd by NCATS
24269080,1252602,Inactive,unstable,7.1,QC'd by NCATS
144116968,60167796,Inactive,unstable,7.1,QC'd by NCATS
162010009,71295942,Inactive,unstable,7.1,QC'd by NCATS
87677806,44143946,Inactive,unstable,7.09,QC'd by NCATS
124398502,2163014,Inactive,unstable,7,QC'd by NCATS
99431342,46926061,Inactive,unstable,7,QC'd by NCATS
162210997,3799619,Inactive,unstable,7,QC'd by NCATS
137275922,53484170,Inactive,unstable,7,QC'd by NCATS
161004138,70789489,Inactive,unstable,7,QC'd by NCATS
161004172,70789445,Inactive,unstable,7,QC'd by NCATS
144116895,60167882,Inactive,unstable,6.99,QC'd by NCATS
377691047,135508281,Inactive,unstable,6.9,QC'd by NCATS
161004087,70789562,Inactive,unstable,6.9,QC'd by NCATS
162010010,71295944,Inactive,unstable,6.9,QC'd by NCATS
4265677,1416241,Inactive,unstable,6.88,QC'd by NCATS
363678194,44464263,Inactive,unstable,6.85,QC'd by NCATS
124878808,336423,Inactive,unstable,6.82,QC'd by NCATS
375869961,91891630,Inactive,unstable,6.81,QC'd by NCATS
24386348,16009866,Inactive,unstable,6.77,QC'd by NCATS
375888608,134809076,Inactive,unstable,6.77,QC'd by NCATS
24269406,7066847,Inactive,unstable,6.75,QC'd by NCATS
24399251,16020904,Inactive,unstable,6.72,QC'd by NCATS
7964575,5307102,Inactive,unstable,6.7,QC'd by NCATS
99367942,46907714,Inactive,unstable,6.7,QC'd by NCATS
161004004,70789436,Inactive,unstable,6.7,QC'd by NCATS
161004064,70789363,Inactive,unstable,6.7,QC'd by NCATS
160844041,70701387,Inactive,unstable,6.7,QC'd by NCATS
161004136,70789546,Inactive,unstable,6.7,QC'd by NCATS
161004705,70789743,Inactive,unstable,6.7,QC'd by NCATS
170466035,5282433,Inactive,unstable,6.67,QC'd by NCATS
375801701,40780411,Inactive,unstable,6.66,QC'd by NCATS
375803232,26761883,Inactive,unstable,6.65,QC'd by NCATS
384568642,25066467,Inactive,unstable,6.64,QC'd by NCATS
4255874,866378,Inactive,unstable,6.6,QC'd by NCATS
162210978,3245059,Inactive,unstable,6.6,QC'd by NCATS
99431264,46926017,Inactive,unstable,6.6,QC'd by NCATS
162211032,71307867,Inactive,unstable,6.6,QC'd by NCATS
375803848,26745136,Inactive,unstable,6.59,QC'd by NCATS
375861696,136665405,Inactive,unstable,6.57,QC'd by NCATS
377020290,16095342,Inactive,unstable,6.56,QC'd by NCATS
144116900,60167912,Inactive,unstable,6.55,QC'd by NCATS
174006478,9829523,Inactive,unstable,6.54,QC'd by NCATS
99431318,46926041,Inactive,unstable,6.5,QC'd by NCATS
162210994,3887128,Inactive,unstable,6.5,QC'd by NCATS
161003992,70789390,Inactive,unstable,6.5,QC'd by NCATS
161004005,2358964,Inactive,unstable,6.5,QC'd by NCATS
164755745,71771068,Inactive,unstable,6.5,QC'd by NCATS
161004167,70789543,Inactive,unstable,6.5,QC'd by NCATS
164755782,71771089,Inactive,unstable,6.5,QC'd by NCATS
144116993,60167828,Inactive,unstable,6.45,QC'd by NCATS
4248888,3242908,Inactive,unstable,6.4,QC'd by NCATS
137275912,46907787,Inactive,unstable,6.4,QC'd by NCATS
162010077,71296021,Inactive,unstable,6.4,QC'd by NCATS
377710942,135464468,Inactive,unstable,6.4,QC'd by NCATS
161004466,70789684,Inactive,unstable,6.4,QC'd by NCATS
170363376,72183105,Inactive,unstable,6.4,QC'd by NCATS
24392250,16014640,Inactive,unstable,6.39,QC'd by NCATS
24386759,16010245,Inactive,unstable,6.38,QC'd by NCATS
99367967,46907692,Inactive,unstable,6.38,QC'd by NCATS
85736320,44460145,Inactive,unstable,6.35,QC'd by NCATS
375818818,137299529,Inactive,unstable,6.33,QC'd by NCATS
24270944,15990310,Inactive,unstable,6.3,QC'd by NCATS
24271593,15990863,Inactive,unstable,6.3,QC'd by NCATS
136889496,57383398,Inactive,unstable,6.3,QC'd by NCATS
161004021,70789423,Inactive,unstable,6.3,QC'd by NCATS
375814614,134789541,Inactive,unstable,6.29,QC'd by NCATS
377714387,16765224,Inactive,unstable,6.28,QC'd by NCATS
144116891,60167877,Inactive,unstable,6.25,QC'd by NCATS
49649236,1838616,Inactive,unstable,6.24,QC'd by NCATS
375886771,134807239,Inactive,unstable,6.22,QC'd by NCATS
144116910,60167932,Inactive,unstable,6.21,QC'd by NCATS
144116942,60167892,Inactive,unstable,6.2,QC'd by NCATS
161004690,70789731,Inactive,unstable,6.2,QC'd by NCATS
162010105,71295994,Inactive,unstable,6.2,QC'd by NCATS
87677831,44144348,Inactive,unstable,6.19,QC'd by NCATS
363676597,374536,Inactive,unstable,6.18,QC'd by NCATS
375849698,136665425,Inactive,unstable,6.16,QC'd by NCATS
174007227,5280863,Inactive,unstable,6.13,QC'd by NCATS
136889495,57383419,Inactive,unstable,6.1,QC'd by NCATS
162010070,71295998,Inactive,unstable,6.1,QC'd by NCATS
377714117,5306690,Inactive,unstable,6.1,QC'd by NCATS
164755778,71771100,Inactive,unstable,6.1,QC'd by NCATS
377020234,57519538,Inactive,unstable,6.09,QC'd by NCATS
104224450,8615611,Inactive,unstable,6,QC'd by NCATS
124391217,53255424,Inactive,unstable,6,QC'd by NCATS
164755752,5184481,Inactive,unstable,6,QC'd by NCATS
170363378,1383821,Inactive,unstable,6,QC'd by NCATS
161004134,70789467,Inactive,unstable,6,QC'd by NCATS
24407742,16029068,Inactive,unstable,5.98,QC'd by NCATS
124897537,73265333,Inactive,unstable,5.97,QC'd by NCATS
99367987,46907728,Inactive,unstable,5.97,QC'd by NCATS
375871837,70787302,Inactive,unstable,5.96,QC'd by NCATS
124948667,45166254,Inactive,unstable,5.95,QC'd by NCATS
144207118,3658,Inactive,unstable,5.93,QC'd by NCATS
24387086,16010551,Inactive,unstable,5.92,QC'd by NCATS
170465599,104850,Inactive,unstable,5.9,QC'd by NCATS
124949059,42360800,Inactive,unstable,5.9,QC'd by NCATS
144116904,60167825,Inactive,unstable,5.9,QC'd by NCATS
163827011,71660782,Inactive,unstable,5.9,QC'd by NCATS
161004120,70789428,Inactive,unstable,5.9,QC'd by NCATS
164755755,71771091,Inactive,unstable,5.9,QC'd by NCATS
161004479,70789649,Inactive,unstable,5.9,QC'd by NCATS
375851988,53143674,Inactive,unstable,5.86,QC'd by NCATS
99343745,3243760,Inactive,unstable,5.85,QC'd by NCATS
162210983,71307865,Inactive,unstable,5.83,QC'd by NCATS
24385801,16009390,Inactive,unstable,5.8,QC'd by NCATS
170465157,8814,Inactive,unstable,5.8,QC'd by NCATS
161004018,70789516,Inactive,unstable,5.8,QC'd by NCATS
144116972,60167886,Inactive,unstable,5.8,QC'd by NCATS
160844140,70701449,Inactive,unstable,5.8,QC'd by NCATS
160844144,70701473,Inactive,unstable,5.8,QC'd by NCATS
160844073,70701393,Inactive,unstable,5.8,QC'd by NCATS
161004081,70789451,Inactive,unstable,5.8,QC'd by NCATS
162010110,71296016,Inactive,unstable,5.8,QC'd by NCATS
160844143,70701476,Inactive,unstable,5.78,QC'd by NCATS
375798652,7142438,Inactive,unstable,5.73,QC'd by NCATS
24273750,1415305,Inactive,unstable,5.72,QC'd by NCATS
24271662,15990923,Inactive,unstable,5.72,QC'd by NCATS
99367977,46907725,Inactive,unstable,5.7,QC'd by NCATS
99431345,46926064,Inactive,unstable,5.7,QC'd by NCATS
161003945,70789497,Inactive,unstable,5.7,QC'd by NCATS
160844132,62197753,Inactive,unstable,5.7,QC'd by NCATS
377678006,19588586,Inactive,unstable,5.7,QC'd by NCATS
161004163,70789500,Inactive,unstable,5.7,QC'd by NCATS
24401972,16023573,Inactive,unstable,5.68,QC'd by NCATS
375823984,134798059,Inactive,unstable,5.68,QC'd by NCATS
144206345,9954082,Inactive,unstable,5.67,QC'd by NCATS
375889261,134809728,Inactive,unstable,5.67,QC'd by NCATS
174006170,71299339,Inactive,unstable,5.65,QC'd by NCATS
375885879,134806347,Inactive,unstable,5.63,QC'd by NCATS
24276017,4229355,Inactive,unstable,5.62,QC'd by NCATS
174006167,56645356,Inactive,unstable,5.62,QC'd by NCATS
843706,646008,Inactive,unstable,5.6,QC'd by NCATS
161004033,70789353,Inactive,unstable,5.6,QC'd by NCATS
160844088,70701371,Inactive,unstable,5.6,QC'd by NCATS
161004122,70789549,Inactive,unstable,5.6,QC'd by NCATS
161004140,70789521,Inactive,unstable,5.6,QC'd by NCATS
162023987,71297232,Inactive,unstable,5.6,QC'd by NCATS
87677812,44144340,Inactive,unstable,5.58,QC'd by NCATS
99367937,46907734,Inactive,unstable,5.55,QC'd by NCATS
99367898,800332,Inactive,unstable,5.53,QC'd by NCATS
85736340,44460159,Inactive,unstable,5.53,QC'd by NCATS
375890562,134811029,Inactive,unstable,5.52,QC'd by NCATS
377020532,160355,Inactive,unstable,5.51,QC'd by NCATS
174006302,42647289,Inactive,unstable,5.5,QC'd by NCATS
170466913,72187555,Inactive,unstable,5.5,QC'd by NCATS
170466927,72187544,Inactive,unstable,5.5,QC'd by NCATS
14735846,887645,Inactive,unstable,5.49,QC'd by NCATS
24404058,16025620,Inactive,unstable,5.49,QC'd by NCATS
377709646,4019569,Inactive,unstable,5.49,QC'd by NCATS
375888568,134809036,Inactive,unstable,5.49,QC'd by NCATS
49649684,16435314,Inactive,unstable,5.48,QC'd by NCATS
375886754,134807222,Inactive,unstable,5.48,QC'd by NCATS
24410653,16031687,Inactive,unstable,5.47,QC'd by NCATS
24270984,15990342,Inactive,unstable,5.46,QC'd by NCATS
375844348,91890680,Inactive,unstable,5.43,QC'd by NCATS
160844057,70701367,Inactive,unstable,5.4,QC'd by NCATS
160844075,70701439,Inactive,unstable,5.4,QC'd by NCATS
99367889,46907749,Inactive,unstable,5.39,QC'd by NCATS
375814871,134789652,Inactive,unstable,5.38,QC'd by NCATS
24268872,15988674,Inactive,unstable,5.38,QC'd by NCATS
24805469,3137629,Inactive,unstable,5.3,QC'd by NCATS
174006317,56970298,Inactive,unstable,5.3,QC'd by NCATS
161004148,70789354,Inactive,unstable,5.3,QC'd by NCATS
161004447,70789660,Inactive,unstable,5.3,QC'd by NCATS
24391909,16014339,Inactive,unstable,5.28,QC'd by NCATS
89650062,44825271,Inactive,unstable,5.28,QC'd by NCATS
375817303,137299235,Inactive,unstable,5.28,QC'd by NCATS
24270368,15989832,Inactive,unstable,5.25,QC'd by NCATS
375885174,134805643,Inactive,unstable,5.25,QC'd by NCATS
375884909,134805378,Inactive,unstable,5.25,QC'd by NCATS
363680580,11853799,Inactive,unstable,5.23,QC'd by NCATS
160844014,44460175,Inactive,unstable,5.21,QC'd by NCATS
7977441,2859981,Inactive,unstable,5.2,QC'd by NCATS
136889448,57383434,Inactive,unstable,5.2,QC'd by NCATS
161004051,70789533,Inactive,unstable,5.2,QC'd by NCATS
164755743,71771105,Inactive,unstable,5.2,QC'd by NCATS
363681279,133053814,Inactive,unstable,5.2,QC'd by NCATS
174007240,676352,Inactive,unstable,5.2,QC'd by NCATS
29216944,17757077,Inactive,unstable,5.19,QC'd by NCATS
124881846,5712,Inactive,unstable,5.17,QC'd by NCATS
22404746,7314626,Inactive,unstable,5.16,QC'd by NCATS
24417209,16034805,Inactive,unstable,5.16,QC'd by NCATS
144205567,357904,Inactive,unstable,5.13,QC'd by NCATS
377712694,45495934,Inactive,unstable,5.1,QC'd by NCATS
172113126,5908088,Inactive,unstable,5.1,QC'd by NCATS
161004482,70789680,Inactive,unstable,5.1,QC'd by NCATS
24270645,15990031,Inactive,unstable,5.08,QC'd by NCATS
377685216,46285606,Inactive,unstable,5.07,QC'd by NCATS
375805435,38030234,Inactive,unstable,5.06,QC'd by NCATS
375869899,87051947,Inactive,unstable,5.01,QC'd by NCATS
377683134,135464015,Inactive,unstable,5,QC'd by NCATS
161004090,70789437,Inactive,unstable,5,QC'd by NCATS
170363370,72183109,Inactive,unstable,5,QC'd by NCATS
161004150,70789465,Inactive,unstable,5,QC'd by NCATS
164755754,71771095,Inactive,unstable,5,QC'd by NCATS
162010115,71295996,Inactive,unstable,5,QC'd by NCATS
164755765,71771096,Inactive,unstable,5,QC'd by NCATS
85736348,1090321,Inactive,unstable,4.99,QC'd by NCATS
363677211,178024,Inactive,unstable,4.99,QC'd by NCATS
24387074,16010539,Inactive,unstable,4.98,QC'd by NCATS
87915648,44634872,Inactive,unstable,4.97,QC'd by NCATS
26754698,5283451,Inactive,unstable,4.94,QC'd by NCATS
99367959,46907698,Inactive,unstable,4.94,QC'd by NCATS
363681147,92045079,Inactive,unstable,4.93,QC'd by NCATS
172113125,5713403,Inactive,unstable,4.92,QC'd by NCATS
865876,667135,Inactive,unstable,4.9,QC'd by NCATS
87550844,44623888,Inactive,unstable,4.9,QC'd by NCATS
161004055,70789406,Inactive,unstable,4.9,QC'd by NCATS
161004121,70789405,Inactive,unstable,4.9,QC'd by NCATS
375887574,134808042,Inactive,unstable,4.89,QC'd by NCATS
17402282,1400,Inactive,unstable,4.87,QC'd by NCATS
376241546,11740730,Inactive,unstable,4.83,QC'd by NCATS
24403867,16025430,Inactive,unstable,4.81,QC'd by NCATS
24406584,7498666,Inactive,unstable,4.8,QC'd by NCATS
160844138,70701459,Inactive,unstable,4.8,QC'd by NCATS
170466936,72187535,Inactive,unstable,4.8,QC'd by NCATS
375866176,53158961,Inactive,unstable,4.79,QC'd by NCATS
24276670,1958370,Inactive,unstable,4.77,QC'd by NCATS
375800677,45783916,Inactive,unstable,4.76,QC'd by NCATS
124952959,2797796,Inactive,unstable,4.73,QC'd by NCATS
99367912,630762,Inactive,unstable,4.72,QC'd by NCATS
375813979,134789467,Inactive,unstable,4.72,QC'd by NCATS
377711767,3434681,Inactive,unstable,4.7,QC'd by NCATS
377656112,135532946,Inactive,unstable,4.7,QC'd by NCATS
161004079,70789358,Inactive,unstable,4.7,QC'd by NCATS
164755747,71771071,Inactive,unstable,4.7,QC'd by NCATS
363680701,135539077,Inactive,unstable,4.7,QC'd by NCATS
87677815,44144332,Inactive,unstable,4.68,QC'd by NCATS
99367993,46907703,Inactive,unstable,4.63,QC'd by NCATS
161004045,70789469,Inactive,unstable,4.6,QC'd by NCATS
375853249,71959602,Inactive,unstable,4.56,QC'd by NCATS
49680401,5702992,Inactive,unstable,4.5,QC'd by NCATS
161003991,70789415,Inactive,unstable,4.5,QC'd by NCATS
163827024,71660729,Inactive,unstable,4.5,QC'd by NCATS
144116986,60167806,Inactive,unstable,4.5,QC'd by NCATS
160844104,70701357,Inactive,unstable,4.5,QC'd by NCATS
363681122,133053809,Inactive,unstable,4.49,QC'd by NCATS
85736341,830235,Inactive,unstable,4.46,QC'd by NCATS
144116917,60167795,Inactive,unstable,4.45,QC'd by NCATS
144205257,3821,Inactive,unstable,4.44,QC'd by NCATS
124893814,3136131,Inactive,unstable,4.41,QC'd by NCATS
124891580,5083,Inactive,unstable,4.4,QC'd by NCATS
87677829,44144344,Inactive,unstable,4.4,QC'd by NCATS
162211029,71307863,Inactive,unstable,4.4,QC'd by NCATS
144116974,60167906,Inactive,unstable,4.4,QC'd by NCATS
161004139,70789544,Inactive,unstable,4.4,QC'd by NCATS
164755753,71771060,Inactive,unstable,4.4,QC'd by NCATS
170466914,1450433,Inactive,unstable,4.4,QC'd by NCATS
375845589,87051912,Inactive,unstable,4.4,QC'd by NCATS
375844078,53160384,Inactive,unstable,4.38,QC'd by NCATS
170464834,4748,Inactive,unstable,4.34,QC'd by NCATS
24406969,16028421,Inactive,unstable,4.33,QC'd by NCATS
104224702,49852965,Inactive,unstable,4.33,QC'd by NCATS
7965064,1265525,Inactive,unstable,4.31,QC'd by NCATS
99460849,46947852,Inactive,unstable,4.3,QC'd by NCATS
162010087,71296003,Inactive,unstable,4.3,QC'd by NCATS
377693700,25506858,Inactive,unstable,4.3,QC'd by NCATS
160844074,70701406,Inactive,unstable,4.3,QC'd by NCATS
174006399,3501,Inactive,unstable,4.29,QC'd by NCATS
99367968,46907732,Inactive,unstable,4.29,QC'd by NCATS
99367963,46907738,Inactive,unstable,4.28,QC'd by NCATS
144116926,60167891,Inactive,unstable,4.28,QC'd by NCATS
24276494,5297518,Inactive,unstable,4.26,QC'd by NCATS
363676607,9820526,Inactive,unstable,4.26,QC'd by NCATS
24270993,7338272,Inactive,unstable,4.23,QC'd by NCATS
29217722,9929059,Inactive,unstable,4.23,QC'd by NCATS
87677826,44144370,Inactive,unstable,4.21,QC'd by NCATS
24394544,16016694,Inactive,unstable,4.2,QC'd by NCATS
124893297,9207124,Inactive,unstable,4.2,QC'd by NCATS
124391222,22829926,Inactive,unstable,4.2,QC'd by NCATS
161003986,70789473,Inactive,unstable,4.2,QC'd by NCATS
164755749,71771085,Inactive,unstable,4.2,QC'd by NCATS
164755779,71771075,Inactive,unstable,4.2,QC'd by NCATS
375808579,40780407,Inactive,unstable,4.19,QC'd by NCATS
170465888,2247,Inactive,unstable,4.18,QC'd by NCATS
24401085,16022696,Inactive,unstable,4.18,QC'd by NCATS
24401679,135410425,Inactive,unstable,4.18,QC'd by NCATS
57262495,4853613,Inactive,unstable,4.16,QC'd by NCATS
24413779,5074544,Inactive,unstable,4.16,QC'd by NCATS
104224537,49852898,Inactive,unstable,4.16,QC'd by NCATS
24392699,16014995,Inactive,unstable,4.14,QC'd by NCATS
376241693,132942364,Inactive,unstable,4.13,QC'd by NCATS
99367943,46907722,Inactive,unstable,4.12,QC'd by NCATS
99367921,46907726,Inactive,unstable,4.1,QC'd by NCATS
161004020,70789420,Inactive,unstable,4.1,QC'd by NCATS
161004119,70789456,Inactive,unstable,4.1,QC'd by NCATS
375813303,134788517,Inactive,unstable,4.1,QC'd by NCATS
85736343,698145,Inactive,unstable,4.1,QC'd by NCATS
375824392,134799894,Inactive,unstable,4.07,QC'd by NCATS
24415147,4077172,Inactive,unstable,4.06,QC'd by NCATS
174007126,105115,Inactive,unstable,4.06,QC'd by NCATS
384569101,5327686,Inactive,unstable,4.05,QC'd by NCATS
858016,6603247,Inactive,unstable,4.04,QC'd by NCATS
24385579,4918753,Inactive,unstable,4.04,QC'd by NCATS
384569338,1750826,Inactive,unstable,4.02,QC'd by NCATS
99367894,46907717,Inactive,unstable,4.02,QC'd by NCATS
24414166,4640646,Inactive,unstable,4.01,QC'd by NCATS
7975856,3129754,Inactive,unstable,4.01,QC'd by NCATS
161004049,70789453,Inactive,unstable,4,QC'd by NCATS
161004066,70789531,Inactive,unstable,4,QC'd by NCATS
160844111,70701438,Inactive,unstable,4,QC'd by NCATS
87677832,44144350,Inactive,unstable,3.98,QC'd by NCATS
170464733,6540478,Inactive,unstable,3.98,QC'd by NCATS
164194504,71741457,Inactive,unstable,3.95,QC'd by NCATS
174006448,49836027,Inactive,unstable,3.91,QC'd by NCATS
99367895,46907706,Inactive,unstable,3.9,QC'd by NCATS
124897783,820770,Inactive,unstable,3.9,QC'd by NCATS
144116921,60167903,Inactive,unstable,3.9,QC'd by NCATS
160844015,70701444,Inactive,unstable,3.9,QC'd by NCATS
161004043,70789374,Inactive,unstable,3.9,QC'd by NCATS
160844027,1079730,Inactive,unstable,3.9,QC'd by NCATS
124880521,133633,Inactive,unstable,3.89,QC'd by NCATS
24397414,8099624,Inactive,unstable,3.88,QC'd by NCATS
99367899,4084597,Inactive,unstable,3.88,QC'd by NCATS
24387738,16011163,Inactive,unstable,3.86,QC'd by NCATS
124879544,1345,Inactive,unstable,3.84,QC'd by NCATS
24274975,1017166,Inactive,unstable,3.84,QC'd by NCATS
24268315,15988159,Inactive,unstable,3.84,QC'd by NCATS
4246746,3241048,Inactive,unstable,3.8,QC'd by NCATS
24272619,15991107,Inactive,unstable,3.79,QC'd by NCATS
26663930,3783132,Inactive,unstable,3.77,QC'd by NCATS
24383574,16007418,Inactive,unstable,3.76,QC'd by NCATS
99367904,46907684,Inactive,unstable,3.76,QC'd by NCATS
11114445,6605104,Inactive,unstable,3.74,QC'd by NCATS
24271268,4576975,Inactive,unstable,3.72,QC'd by NCATS
375813572,134790868,Inactive,unstable,3.71,QC'd by NCATS
85736322,655278,Inactive,unstable,3.7,QC'd by NCATS
161003990,70789368,Inactive,unstable,3.7,QC'd by NCATS
161004032,70789529,Inactive,unstable,3.7,QC'd by NCATS
137275920,10158562,Inactive,unstable,3.7,QC'd by NCATS
377660584,17531380,Inactive,unstable,3.7,QC'd by NCATS
24409388,7151282,Inactive,unstable,3.67,QC'd by NCATS
24414790,4252801,Inactive,unstable,3.66,QC'd by NCATS
104224230,49853377,Inactive,unstable,3.62,QC'd by NCATS
24406494,16028009,Inactive,unstable,3.6,QC'd by NCATS
56431665,3719993,Inactive,unstable,3.6,QC'd by NCATS
99367931,46907662,Inactive,unstable,3.6,QC'd by NCATS
87895539,44634766,Inactive,unstable,3.6,QC'd by NCATS
162211040,71307823,Inactive,unstable,3.6,QC'd by NCATS
162010097,71296027,Inactive,unstable,3.6,QC'd by NCATS
24269987,15989558,Inactive,unstable,3.58,QC'd by NCATS
3717529,2381956,Inactive,unstable,3.57,QC'd by NCATS
85736350,44460164,Inactive,unstable,3.56,QC'd by NCATS
22416035,2910633,Inactive,unstable,3.54,QC'd by NCATS
24832893,4002431,Inactive,unstable,3.54,QC'd by NCATS
24271595,15990865,Inactive,unstable,3.54,QC'd by NCATS
174006371,11556711,Inactive,unstable,3.52,QC'd by NCATS
24271555,15990828,Inactive,unstable,3.52,QC'd by NCATS
24392503,16014853,Inactive,unstable,3.51,QC'd by NCATS
375845526,51138561,Inactive,unstable,3.51,QC'd by NCATS
14734601,135457110,Inactive,unstable,3.5,QC'd by NCATS
104224578,49853302,Inactive,unstable,3.5,QC'd by NCATS
161004022,70789514,Inactive,unstable,3.5,QC'd by NCATS
161004034,70789551,Inactive,unstable,3.5,QC'd by NCATS
161004057,70789425,Inactive,unstable,3.5,QC'd by NCATS
377708288,1366986,Inactive,unstable,3.5,QC'd by NCATS
160844103,70701359,Inactive,unstable,3.5,QC'd by NCATS
375807825,75367148,Inactive,unstable,3.47,QC'd by NCATS
24270448,15989880,Inactive,unstable,3.46,QC'd by NCATS
24401079,16022690,Inactive,unstable,3.45,QC'd by NCATS
87677809,2900985,Inactive,unstable,3.45,QC'd by NCATS
24416313,16034384,Inactive,unstable,3.44,QC'd by NCATS
7975750,2767330,Inactive,unstable,3.4,QC'd by NCATS
161003972,70789394,Inactive,unstable,3.4,QC'd by NCATS
161003998,70789519,Inactive,unstable,3.4,QC'd by NCATS
144116970,60167812,Inactive,unstable,3.4,QC'd by NCATS
