index,smiles,half-life
175,CC1=NN2CCCN(C2=C1C3=CC=CC=C3OC4=CC=CC=C4)CC5=CC=C(C=C5)C(=O)O,120.0
87,CC1(C2(CCN(CC2)CC3=CC(=CC=C3)C#N)OC(=O)N1CC4=CC=CC=C4)C5=CC=CC=C5,120.0
189,CC1(C2(CCN(CC2)CC3=CC=C(C=C3)C(=O)O)OC(=O)N1CC4=CC=CC=C4)C5=CC=CC=C5,120.0
86,CCN1CCN(CC1)C(=O)C2=CN3C=CN=C3C=C2,120.0
174,CN1CCN(CC1)C(=O)C2=CN3C=CN=C3C=C2,120.0
85,CCN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CN=CC=C4,120.0
173,CN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CN=CC=C4,120.0
84,CCN1CCN(CC1)C(=O)C2=NN3C=NN=C3C(=C2)C4=CC=CC=C4OC,120.0
172,CN1CCN(CC1)C(=O)C2=NN3C=NN=C3C(=C2)C4=CC=CC=C4OC,120.0
83,CCN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CC=C(C=C4)F,120.0
171,CN1CCN(CC1)C(=O)C2=CC(=NC3=C2C=NN3C)C4=CC=C(C=C4)F,120.0
82,CCN1CCN(CC1)C(=O)CC2=CC=CN2C3=CC=C(C=C3)F,120.0
170,CN1CCN(CC1)C(=O)CC2=CC=CN2C3=CC=C(C=C3)F,120.0
81,CN1C2CCCCN2C(=O)C3=C1C=C(C=C3)C(=O)NC4=CC=C(C=C4)C#N,120.0
169,CN1C2CCCCN2C(=O)C3=C1C=C(C=C3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N,120.0
80,C1CN(CCC(=O)NCCOC1)C(=O)C2=CC=C(C=C2)C#N,120.0
168,COC1=CC=C(C=C1)C(=O)N2CCCOCCNC(=O)CC2,70.1
79,C1=CC(=CC(=C1)F)CN2C3=C(C=CC(=C3)C(=O)O)N4C(=CC=N4)C2=O,120.0
167,C1=CC=C(C=C1)CN2C3=C(C=CC(=C3)C(=O)O)N4C(=CC=N4)C2=O,89.0
78,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,120.0
166,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,92.3
77,C1CN(CC1OC2=CC(=CC=C2)F)C(=O)C3=CN=CC=C3,120.0
165,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CN=CC=C3,102.2
76,C1CN2C=C(N=C2N(C1)C(=O)C3=COC=C3)C4=CC=CC(=C4)C#N,120.0
164,COC1=CC=CC(=C1)C2=CN3CCCN(C3=N2)C(=O)C4=COC=C4,111.9
75,C1CN(C[C@H]1C2=NN=C(O2)C3=CC=CO3)CC4=CC(=CC=C4)C#N,120.0
163,COC1=CC=CC(=C1)CN2CC[C@@H](C2)C3=NN=C(O3)C4=CC=CO4,118.2
74,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(C3)C(=O)C4=CC(=CC=C4)F,120.0
162,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(C3)C(=O)C4=CC=CC=C4,120.0
73,CN1CCC(CC1)OC2CCN(CC2)C(=O)C3=CC(=CC=C3)F,120.0
161,CN1CCC(CC1)OC2CCN(CC2)C(=O)C3=CC=CC=C3,120.0
72,C1CN2C=C(N=C2N(C1)C(=O)C3=CC=CS3)C4=CC=CC(=C4)C#N,120.0
160,COC1=CC=CC(=C1)C2=CN3CCCN(C3=N2)C(=O)C4=CC=CS4,120.0
71,C1CN(CCC1N2CC3=CC=CN3C2=O)CC4=CC=C(C=C4)C#N,120.0
159,COC1=CC=C(C=C1)CN2CCC(CC2)N3CC4=CC=CN4C3=O,120.0
70,CC1=NN=C(O1)[C@H]2CCN(C2)CC3=CC=C(C=C3)C#N,120.0
158,CC1=NN=C(O1)[C@H]2CCN(C2)CC3=CC=C(C=C3)OC,120.0
67,C1COC2=C1C(=CN=C2NC(=O)C3=CC=NC=C3)C4=CC(=CC=C4)F,120.0
155,C1COC2=C1C(=CN=C2NC(=O)C3=CC=NC=C3)C4=CC=CC=C4,120.0
66,CN(CC1CCOC1)C(=O)NC2=CC(=CC=C2)F,120.0
154,CN(CC1CCOC1)C(=O)NC2=CC=CC=C2,120.0
65,C1CN(CC1OC2=CC(=CC=C2)F)C(=O)C3=CC=NC=C3,120.0
153,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CC=NC=C3,120.0
64,C1C[C@@H]2C3CC(CN(C3)C(=O)N4CCN(CC4)[S+](=O)(C5=CC=CC(=C5)F)[O-])CN2C(=O)C1,120.0
152,C1C[C@@H]2C3CC(CN(C3)C(=O)N4CCN(CC4)[S+](=O)(C5=CC=CC=C5)[O-])CN2C(=O)C1,120.0
62,C1CC2CN(CC1N2CC(F)(F)F)C3=CN=CC(=C3)C#N,120.0
150,COC1=CN=CC(=C1)N2CC3CCC(C2)N3CC(F)(F)F,120.0
61,C1CN(CCC12CC(=O)C3=CC=CC=C3O2)CC4=CC=C(C=C4)C#N,120.0
149,COC1=CC=C(C=C1)CN2CCC3(CC2)CC(=O)C4=CC=CC=C4O3,120.0
60,C1CN(CC12NC(=O)C3=CC=CC=C3O2)CC4=CC=C(C=C4)C#N,120.0
148,COC1=CC=C(C=C1)CN2CCC3(C2)NC(=O)C4=CC=CC=C4O3,120.0
58,C1CN(CCC1N2CCOC2=O)CC3=CC=C(C=C3)C#N,120.0
146,COC1=CC=C(C=C1)CN2CCC(CC2)N3CCOC3=O,120.0
57,C[C@]1(CCN(C[C@H]1N2CCCC2)CC3=CC=C(C=C3)C#N)O,120.0
145,C[C@]1(CCN(C[C@H]1N2CCCC2)CC3=CC=C(C=C3)OC)O,120.0
56,COCCNC(=O)C1=C(N2C=CSC2=N1)C3=CC=CC(=C3)C#N,120.0
144,COCCNC(=O)C1=C(N2C=CSC2=N1)C3=CC(=CC=C3)OC,120.0
55,CN1C=NC2=C1CN([C@@H](C2)C(=O)OC)C(=O)C3=CC=C(C=C3)C#N,120.0
143,CN1C=NC2=C1CN([C@@H](C2)C(=O)OC)C(=O)C3=CC=C(C=C3)OC,120.0
53,C1CN(CC1OC2=CN=CC=C2)C(=O)C3=CC(=CC=C3)F,120.0
141,C1CN(CC1OC2=CN=CC=C2)C(=O)C3=CC=CC=C3,120.0
52,CCN1CCN(CC1)C(=O)C2=C(N3C=CSC3=N2)C4=CC=CC(=C4)C#N,120.0
140,CCN1CCN(CC1)C(=O)C2=C(N3C=CSC3=N2)C4=CC(=CC=C4)OC,120.0
51,C1COC[C@@H](CN1C(=O)C2=CC=C(C=C2)C#N)OC3=NC=CN=C3,120.0
139,COC1=CC=C(C=C1)C(=O)N2CCOC[C@@H](C2)OC3=NC=CN=C3,120.0
50,C1COCC(=O)N1C2=CC(=CN3C2=CN=C3)C4=CC(=CC=C4)F,120.0
184,C1COCC(=O)N1C2=CC(=CN3C2=CN=C3)C4=CC=CC=C4,120.0
49,C1CN(C[C@H]1C2=NC3=CC=CC=C3N2)CC4=CC(=CC=C4)C#N,120.0
138,COC1=CC=CC(=C1)CN2CC[C@@H](C2)C3=NC4=CC=CC=C4N3,120.0
48,C1COCCN1C(=O)C2=C(N3C=CSC3=N2)C4=CC=CC(=C4)C#N,120.0
137,COC1=CC=CC(=C1)C2=C(N=C3N2C=CS3)C(=O)N4CCOCC4,120.0
47,C1COCCN1C2=CC(=O)C3=C(O2)C(=NC=C3)C4=CC(=CC=C4)F,120.0
136,C1COCCN1C2=CC(=O)C3=C(O2)C(=NC=C3)C4=CC=CC=C4,120.0
45,CN1C=NC2=C(C1=O)N=C(C=C2)NC3=CC(=CC=C3)F,115.2
134,CN1C=NC2=C(C1=O)N=C(C=C2)NC3=CC=CC=C3,120.0
44,COCCNC1=NC=NC2=C1CCN(CC2)C(=O)C3=CSC=N3,110.7
133,COCCNC1=NC(=NC2=C1CCN(CC2)C(=O)C3=CSC=N3)N,120.0
43,C1[C@H]([C@@H](CN1CC2=CC=C(C=C2)C#N)C3=CC=NC=C3)CO,107.1
132,COC1=CC=C(C=C1)CN2C[C@H]([C@@H](C2)C3=CC=NC=C3)CO,120.0
42,C1CCN(CC1)C(=O)C2=C(N3C=CSC3=N2)C4=CC=CC(=C4)C#N,103.4
131,COC1=CC=CC(=C1)C2=C(N=C3N2C=CS3)C(=O)N4CCCCC4,113.7
41,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC=C(C=C3)C#N,101.4
130,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC=C(C=C3)S(=O)(=O)N,120.0
40,C1CN(C2=CC=CC=C21)C3CN(C3)CC4=CC=C(C=C4)C#N,96.8
129,COC1=CC=C(C=C1)CN2CC(C2)N3CCC4=CC=CC=C43,82.0
39,C1=CC(=CC(=C1)F)NC2=NC3=C(C=C2)N=CN(C3=O)C4=CN=CC=C4,96.4
183,C1=CC=C(C=C1)NC2=NC3=C(C=C2)N=CN(C3=O)C4=CN=CC=C4,120.0
38,C1CC1NC(=O)C2=C(N3C=CSC3=N2)C4=CC=CC(=C4)C#N,95.2
128,COC1=CC=CC(=C1)C2=C(N=C3N2C=CS3)C(=O)NC4CC4,120.0
37,C1COC[C@H](N1CC2=CC(=CC=C2)C#N)C3=NC=C(N3)C4=CC=C(C=C4)F,94.7
127,C1COC[C@H](N1CC2=CC=C(C=C2)C(=O)O)C3=NC=C(N3)C4=CC=C(C=C4)F,120.0
36,C1CN(CCC1N2CCNC2=O)CC3=CC=C(C=C3)C#N,93.2
125,COC1=CC=C(C=C1)CN2CCC(CC2)N3CCNC3=O,120.0
35,CC1=C(SC=C1)C2=C3C(=NN2)N=CC(=N3)C4=CC(=CC=C4)F,93.0
124,CC1=C(SC=C1)C2=C3C(=NN2)N=CC(=N3)C4=CC=CC=C4,18.5
34,CC1=C(C(=NO1)C)C2=CC(=CN3C2=CN=C3)C4=CC(=CC=C4)F,90.0
123,CC1=C(C(=NO1)C)C2=CC(=CN3C2=CN=C3)C4=CC=CC=C4,120.0
32,C1CN(CC1OC2=CC(=CC=C2)F)C(=O)C3=CSC=C3,82.6
121,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=CSC=C3,40.0
31,C1COC2(CCN(CC2)CC3=CC=CC=C3C#N)CC1O,80.3
120,COC1=CC=CC=C1CN2CCC3(CC2)CC(CCO3)O,120.0
28,COC1CCC12CCN(CC2)C(=O)C3=CC=C(C=C3)C#N,79.2
117,COC1CCC12CCN(CC2)C(=O)C3=CC=C(C=C3)OC,70.0
27,C1COC2=C1C(=CN=C2NC3=CC(=CC=C3)F)C4=CN=CC=C4,76.6
182,C1COC2=C1C(=CN=C2NC3=CC=CC=C3)C4=CN=CC=C4,120.0
23,C1CN(CC1OC2=CC(=CC=C2)F)C(=O)C3=COC=C3,70.5
113,C1CN(CC1OC2=CC=CC=C2)C(=O)C3=COC=C3,120.0
22,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3CC5=CC(=CC=C5)C#N)NC=N4,63.4
112,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3CC5=CC=C(C=C5)C(=O)O)NC=N4,102.3
118,CC(=O)N1CCC(CC1)CC2=CC=C(C=C2)C(=O)O,120.0
