Trial Number,Parameters,RMSD,Predictions,Std
292,"{'n_estimators': 500, 'max_features': 'log2', 'max_depth': None}",0.1323146627485494,"[0.01200130562627695, 0.014667366704585327, 0.006108641995885845, 0.05968636634484382, 0.008659457942860738, 0.006803396295077052, 0.003371549292253296, 0.009370602018720408, 0.02988324923155557, 0.009970428953790507, 0.00349122799707203, 0.02092859474332627, 0.007821707009129613, 0.014825858622897557, 0.006203536024867968, 0.005988429928843315, 0.006465039078505586, 0.0048574964477241965, 0.0067712167742418825, 0.006252038652093598, 0.007497733905030897, 0.004308683387016752, 0.003294711796888949, 0.008552963285511243, 0.004558296907749135, 0.017826726725475316, 0.006035732491065438, 0.01126749921176281, 0.07384074970727598, 0.012139940913466098, 0.011081164118611951, 0.01279019280211005, 0.007396436751435066, 0.02915164015828632, 0.30529190886728536, 0.010687751142075713, 0.0033620043307900868, 0.004313339194761883, 0.014210314169795249, 0.007009779696400167, 0.00750196746768222, 0.011078450082712766, 0.003634096846912488, 0.01053601514526476, 0.014629412796896828, 0.0070809113271412686, 0.005929198942720448, 0.003807845147167649, 0.019957714376195347, 0.02433891002429295, 0.01967506573272712, 0.012395129736193984, 0.004635356637373362, 0.005975962586862293, 0.01984750840670537, 0.006072901171035597, 0.006572089321504871, 0.008854118486973534, 0.006854582400991106, 0.011330791528985562, 0.01591175633124565, 0.009561406798423747, 0.017585869234583527]","[0.00414176155855971, 0.0019732043413564137, 0.0005994530179337886, 0.0020773341327524984, 0.000389052932420026, 0.0006723192174539898, 0.00023430223248207922, 0.0031165252623694046, 0.0029750100965787066, 0.0013120959492063588, 0.00012854923551748384, 0.0002008110051462692, 0.0023037919850298276, 0.0027224636267321146, 0.00038011814519286184, 0.0004538700276716366, 0.00015433542374299278, 0.00045406058491521083, 0.00025718532097723454, 7.475677874428663e-05, 0.0023216518392396774, 0.00018374838477212287, 6.55084520642687e-05, 0.0005049043246481794, 0.00024175359750019284, 0.0005688411513699285, 6.569847128004118e-05, 0.0008409736262833559, 0.0033570442773373766, 0.0017197745303573118, 0.0019428725102747049, 0.0011781061697963631, 0.0004430653046273904, 0.0021592141638869804, 0.011023772173323261, 0.0007379906862809866, 0.00046156143741569257, 0.0003719939540900279, 0.0017461773808972775, 0.0004884949308255594, 0.0004336993799616421, 0.0008545173639294143, 0.00012320498107107515, 0.0006841863770135249, 0.0008382997752593843, 0.0002959202506716337, 0.000318799478393936, 0.0002625145850894495, 0.0004561563356289021, 0.0065934941639137655, 0.00046391120888789744, 0.000639073303824673, 0.0003035113008308563, 0.0005157505112641759, 0.0009734894573030968, 0.0003572993897332364, 0.00026707370626198487, 0.0003882916192707359, 0.00010484350822684784, 0.00013143358469988394, 0.0015747078415884901, 0.0006731320769947954, 0.0026173968142885118]"
293,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 2}",0.1316412300938641,"[0.013954078970631896, 0.010897754599910539, 0.015082852955024761, 0.011732172706374394, 0.0148865529321626, 0.013474790220930425, 0.012776165357955513, 0.01146130498562871, 0.015232515047584204, 0.014147672296967222, 0.011611351070550153, 0.011949389371880642, 0.01148570184620002, 0.011265995434809294, 0.009939095354095123, 0.010840662522476022, 0.010692934365848552, 0.009939095354095123, 0.009654157343689433, 0.00988900107795696, 0.010801943776971709, 0.009584075565388052, 0.009573737224776911, 0.011137449026691108, 0.009356249750877463, 0.013303973959372072, 0.00962648673956257, 0.009535791892480985, 0.011894614046320558, 0.012675512978453762, 0.01258042384490711, 0.010680016940569475, 0.010684691879263986, 0.01927298131168688, 0.2592020538223312, 0.009808679470813417, 0.009341097768543588, 0.009926014257855135, 0.01216423850565742, 0.009634362450682088, 0.01067274695923589, 0.009896055894856556, 0.009437704681185962, 0.012643812767842691, 0.012868014213112683, 0.01276168321802456, 0.012774979597621819, 0.011106393144386934, 0.011165940026557299, 0.012778706469661142, 0.014343672283530463, 0.01220923900949067, 0.01200989871182021, 0.01118918467218484, 0.012246568445997516, 0.010760310766828993, 0.011740239238712183, 0.011499094533380778, 0.011416817659829553, 0.009723915503745845, 0.01172863243399748, 0.009657958023477542, 0.012469395860745705]","[0.0004642541079074681, 0.0005069847652385595, 0.0005021926509285569, 0.00017015005517913545, 0.00027770530873387196, 0.0005037596268248137, 0.00044750961748604815, 2.164567128862084e-05, 0.0002738109692461787, 0.0005407594763843586, 0.00029731264216030967, 0.0007633622273540549, 3.8656403133011325e-05, 8.008560938752574e-05, 0.00014891256300378328, 0.00018618050723956321, 0.0001700238650409614, 0.00014891256300378328, 6.85769870144329e-05, 0.00013353404302732564, 0.0001630388682157269, 0.0001295781129723291, 0.00013423001398068756, 0.00012192304447975491, 0.00010110910044853194, 0.0006808847742758765, 0.00014479168853144257, 0.00015411483590121918, 0.000255519459675186, 6.039645634843226e-05, 0.00021140731384957243, 7.699349649194853e-05, 0.00011407838108082575, 0.002641350677507308, 0.012160615073875907, 0.00017764603305329252, 0.00012627312031092625, 0.00015898176823504433, 0.00019072012553528601, 8.375139332005996e-05, 6.963392736283483e-05, 0.00010225427335039486, 0.00011248668353712948, 0.0001363718998457349, 0.00046731006120251693, 0.00042757476762955303, 0.00042884132597665865, 0.00018609416529184403, 0.0001441143370183185, 0.00019710043950119438, 0.00030789056912840966, 0.00011387713397516836, 0.00011449732694776741, 0.00012988143726646437, 4.727942551889438e-05, 0.00013305201400804157, 0.00013574126213652303, 7.641810747073972e-05, 3.375590805721923e-05, 0.00014941992733808103, 0.00010670764200144309, 0.00014274455457781988, 0.00032110478621515066]"
294,"{'n_estimators': 750, 'max_features': 'log2', 'max_depth': 2}",0.13167577640945136,"[0.013794881668139573, 0.010576274918598175, 0.015387662570605039, 0.01155203559011117, 0.014763888610813458, 0.013340823432178274, 0.01239488661882225, 0.01143471262550893, 0.015759733169682655, 0.01452285788230856, 0.011806412844652581, 0.011545333228839183, 0.011464601489902157, 0.011202133313949732, 0.009919410708996726, 0.010722910037835385, 0.010688350276256572, 0.009919410708996726, 0.00965286814445696, 0.009940006997012836, 0.011097868116411336, 0.009559153675475088, 0.009545856757686962, 0.01097206927486503, 0.009286113173550907, 0.012809318998665878, 0.009554278058156859, 0.00941733437169256, 0.011819735770512409, 0.012444638985672619, 0.012853126143769664, 0.010592675040737019, 0.01058454682308116, 0.019880211005100498, 0.2645103162048938, 0.009750299565001687, 0.00925639929827371, 0.00990963677009782, 0.012173471348073908, 0.009632088480669107, 0.010587987475452592, 0.009866655472214787, 0.009399538613083345, 0.0126492785568397, 0.013128998121775148, 0.012813035509233439, 0.012839283949230063, 0.010912117358264662, 0.011274394874684276, 0.013190564209111647, 0.014629881736587252, 0.012017694044409673, 0.011844791781243529, 0.01100376946435516, 0.01195918519879408, 0.010741865547643418, 0.01160826180389632, 0.011462686169464534, 0.011322910539164455, 0.009648683647461508, 0.011617329803939988, 0.009549699245518763, 0.012563482842856475]","[0.0002167772950497785, 0.0003950027920465077, 4.910779559544769e-05, 0.00027445466204004175, 0.00011739521061867453, 0.0001524901938894633, 0.00012758155984258495, 4.470713689272614e-05, 0.00021940482488215336, 0.00027794811513277037, 0.00021097870931133613, 0.0005105910551996852, 4.363374246185005e-05, 5.16527805042057e-05, 2.3926650783302113e-05, 3.5562339884430675e-05, 9.973577116358361e-05, 2.3926650783302113e-05, 0.00010898099115542048, 0.0001238114171314469, 0.00047478272501630294, 0.00014502839703241265, 0.00013904644129205946, 0.00010799340206136641, 4.3140504274257616e-05, 0.00025553734507868504, 2.250460433039587e-05, 5.4259582272907865e-05, 0.0001579897242101387, 0.0001484527520103653, 0.0001531220378668358, 5.9342081441107576e-05, 6.725789265875442e-05, 0.001258221017049301, 0.0024674911802059947, 1.4272855636240393e-05, 4.820886529182512e-05, 1.8240255169220773e-05, 1.7758306507908943e-05, 0.00010280487116960625, 6.008279882752825e-05, 3.3537739302047886e-05, 0.00016550647916996523, 0.00011382100381389093, 0.0005328900324019292, 0.00024249376807926223, 0.00023711886935857507, 7.14526847782116e-05, 0.0005022676050296392, 0.00034520463501000204, 0.0002561153978061434, 0.00019990458809385054, 9.334789346165359e-05, 0.00010433618741264599, 0.0001270315145690723, 0.00010003418596903578, 0.00012641497294389915, 0.00012542055547996043, 9.505539276348732e-05, 3.076671852387158e-05, 6.356508927319134e-05, 0.00010479734173742896, 0.00041097513246435497]"
295,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 2}",0.13160829534646906,"[0.013396862149438013, 0.010682086358402452, 0.014928132675218572, 0.011757719619722612, 0.014686386707748795, 0.013198784102541808, 0.012359840964445715, 0.01143918883948175, 0.015336346805650741, 0.013825576219693653, 0.011622670913772476, 0.01134247556394994, 0.011454833793050978, 0.011174329704315979, 0.010007901876799943, 0.011178250223318968, 0.011067208620067567, 0.010013093858417636, 0.00968135852686812, 0.009937447500047812, 0.011602293302503683, 0.009622115454690598, 0.009616053778765071, 0.011318103212096748, 0.009340201559024238, 0.013508231227628705, 0.0096857136203296, 0.009649151450068436, 0.012059510748991295, 0.012636283114142438, 0.012684526314894792, 0.0105485293005087, 0.010567694641840339, 0.018036159144243908, 0.26216550610540296, 0.009849192909238058, 0.009341729784487758, 0.010009741319948173, 0.012650197153972018, 0.009667838436551902, 0.010546125651726019, 0.009843842355124257, 0.00939637613165467, 0.01296960541533342, 0.013364589209547103, 0.012470001001398903, 0.012482453959874268, 0.011119602128260688, 0.011633666376067248, 0.013333556728916507, 0.014414132520620869, 0.012111362421997592, 0.011937921626377211, 0.0113421018319585, 0.012125216107464162, 0.011132978440218549, 0.011742446471499303, 0.011516526551588711, 0.011381085688012903, 0.00977831381538803, 0.011473056047010072, 0.01003619365462287, 0.013092217642746484]","[6.558719005518691e-05, 0.0004931786244835693, 0.0002791812009289528, 0.00010438641717736789, 0.00047245321288764773, 0.00022162027771396834, 8.534230506930125e-05, 0.0002379027243061728, 0.0003503133362755683, 8.102129462079228e-05, 0.00017519363269546793, 0.00017064583372707328, 0.00023190333495068667, 0.0002164438792383599, 8.54125220173412e-05, 7.274463770904943e-05, 0.00011385706249018337, 9.000756550943257e-05, 1.9526105649131525e-05, 6.548215477529541e-05, 0.0004915314667552265, 5.935524269830887e-05, 5.610221713948308e-05, 0.0001202340418213914, 2.8125106496013074e-05, 0.0003083227157611838, 5.295382462646028e-05, 5.565686140095721e-05, 0.0002714685624839162, 0.0002470654213928833, 0.0003951195504164177, 0.00011763548617979154, 0.00013172960771988142, 0.002148221227366752, 0.013542531263405254, 0.00012482591122302004, 2.2541881520502312e-05, 9.145259945971058e-05, 0.00046551764289388974, 5.072056986614065e-05, 0.00012102669554011295, 8.369211187168494e-05, 1.907968307417336e-06, 0.00011624872294633145, 0.0007553116946637362, 9.305805864778439e-05, 8.87517162700203e-05, 0.00016512331931283064, 0.0005119786530507964, 0.0003137297450605616, 0.00022288320510952984, 0.0002521985749849718, 0.00015585090465696647, 0.00012041214449343212, 0.0002821775904253139, 0.00012585652455880024, 0.00024220432456712913, 0.0001384890119010018, 0.00012218143280879915, 3.175009737791844e-05, 0.00010306684196988905, 0.0004018993806006785, 0.0002935290020396039]"
296,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 2}",0.13165083430040128,"[0.013874483817065214, 0.010953080446629758, 0.015216078329132505, 0.012592625250437068, 0.014583348746975039, 0.01332468180466792, 0.012363376484609681, 0.011379344006013958, 0.015188434212728004, 0.01442182826647883, 0.011929909380433262, 0.011224828827349051, 0.011396307345944809, 0.011186338744230528, 0.010091948210002099, 0.010866620251107328, 0.010676424234339172, 0.01010002377794826, 0.009746087689317203, 0.009931854793492324, 0.01080161653954192, 0.00958367289452898, 0.009580364140977076, 0.011194702168037822, 0.009437398975394898, 0.012888929107736818, 0.009686800697609148, 0.009624540590047874, 0.012679581032116633, 0.012596970026355186, 0.012472144199084661, 0.01057631838897781, 0.010511085987664592, 0.01922413282377908, 0.2579154152859871, 0.009926373391678853, 0.009421032831518725, 0.01007677012345524, 0.01214703537746621, 0.009712586252120285, 0.010553118092122981, 0.00983338457114588, 0.009461142128515083, 0.012562581392455132, 0.012337451701358922, 0.01263628716676475, 0.012647638572738776, 0.01093545230009261, 0.01115953750343856, 0.012896980869741179, 0.0147173081193926, 0.0120150031524407, 0.011817161147033996, 0.011227480926534882, 0.01207662281936174, 0.01073486072424836, 0.011685594659252105, 0.011383751026759153, 0.011264697524470875, 0.009789735112866486, 0.011429747757049918, 0.0097000325020331, 0.012559523269176143]","[0.00018766780680721306, 0.00048243708009709975, 0.00032205588634112654, 0.0006131562298320716, 0.0003610026462594638, 0.00018035560833447287, 0.00017405767960239026, 0.00023068280359059024, 0.0003280813965639571, 0.0002075972137222086, 0.00014137282646685493, 0.0003707310373094136, 0.0002285950077598688, 0.00021291175951256252, 0.0002539869468381536, 0.00023145880230935923, 0.0001999188281320603, 0.00024941178816071166, 0.00011637092330773508, 0.00020215576392051214, 0.0002074291322873233, 0.00013068583795066454, 0.00013525607092271426, 0.0004564973393246731, 9.628551278472603e-05, 0.00013271429259559763, 0.00012346137224345625, 0.00021499765660775244, 0.00045822023741155744, 0.0001350249476823914, 0.00026301063136897847, 0.00011881423003676332, 0.00013371298354563667, 0.0012193054292461984, 0.015133091225531662, 0.00015675864563349757, 9.017286630433743e-05, 0.00025647164226978735, 0.00012783765735758807, 0.00012281286442920793, 0.00015596656530154673, 0.000141979729729846, 8.396849705548501e-05, 0.0004043567710618691, 0.00041476392142532174, 0.0002972495400274888, 0.0002873622106764339, 0.0002919501340779924, 0.000411923990387121, 4.0585574547515635e-05, 0.00010540874475458646, 0.00027537422930524373, 0.00017648734548249178, 0.0004524116536621837, 0.00037574799026072987, 0.00017846111090107967, 0.00018778918269031681, 0.00045643046873504613, 0.00037317084281932885, 0.00011876000370717056, 9.48413661128894e-05, 9.412600642723231e-05, 0.000518217999417775]"
297,"{'n_estimators': 750, 'max_features': 'log2', 'max_depth': 2}",0.13171724768268647,"[0.013890811542603167, 0.010528610866394582, 0.01530182851806864, 0.011876600988913319, 0.014790923377607812, 0.013325835434132014, 0.012454083837848441, 0.011585370254181255, 0.01573490477570696, 0.014402976275268669, 0.011712384323735017, 0.011648063300511984, 0.011582031043757829, 0.0113650782132183, 0.009883227176851576, 0.01092790304987513, 0.010819972619763274, 0.009887616238405925, 0.009716825011913949, 0.00983717346943519, 0.01122549326637917, 0.009630284732609703, 0.009607474330490808, 0.01106537678704206, 0.009343250518480076, 0.013386101676725238, 0.0096272079406555, 0.00966217522830702, 0.012128973562139623, 0.012631610785730383, 0.012764716306360424, 0.010642306987285313, 0.010591055339751377, 0.017095208824650137, 0.2692646587415506, 0.009778874138883573, 0.00934439482283562, 0.009878765482160594, 0.012406100234042844, 0.009704562394782533, 0.010612045953699134, 0.010018147754895847, 0.009414724159055712, 0.012918732336794267, 0.013020942887368603, 0.012440755623724814, 0.012451537468174808, 0.01097689996914973, 0.011063790120367461, 0.013029052431663704, 0.014346620234882068, 0.011939210618413349, 0.011799892546503092, 0.011093156069868153, 0.011951353228556318, 0.010919489933257179, 0.01172685688635037, 0.011530438404165644, 0.011448633318824534, 0.009698702781306296, 0.011858008416439926, 0.009854276182940566, 0.012483232801736457]","[0.00013651295868091464, 5.940674968531973e-05, 0.00030129747224562657, 0.0003168224788944379, 0.00022767155040789985, 0.00011812153418743512, 6.465980045341935e-05, 7.922222104932986e-05, 0.00025244867744842733, 0.0002500964310897839, 2.3606485862757278e-05, 0.0003430179295977051, 8.257760468436617e-05, 0.00011604745329756787, 0.0001476348109090745, 0.0001456627031238697, 6.0783203749706266e-05, 0.00015200240958702382, 4.349571741195623e-05, 0.0001474860105106589, 0.0003317893114294483, 5.882829308882789e-05, 4.566786345095258e-05, 7.042715905219033e-05, 0.00016537705488463454, 0.00037748784889129084, 0.00011761342887627755, 7.252119178104563e-05, 0.00031657837303247365, 0.0002014446020029737, 0.0002859838131144065, 0.00016116160016125554, 0.00014599469890747097, 0.0015193539364305286, 0.013459722930489967, 0.00018360856386366554, 0.00017438985816734356, 0.00014460637311269046, 9.786838639841974e-05, 3.32944402374205e-05, 0.00016080928551081308, 0.00010977440746654478, 0.00011068518994118592, 0.0001813903794177234, 0.0003644478442444235, 0.00017390492840028577, 0.0001804751465098693, 6.541882888327058e-05, 0.00010809926964526296, 0.0002022297540719888, 0.00018111629338028618, 0.00010109069667501622, 0.00012594052313301244, 7.136693430127698e-05, 0.00018548459277116408, 6.791366449474285e-05, 0.00014602132729863213, 6.948901035637948e-05, 6.690440719280901e-05, 0.0001222898860610424, 3.898767634798583e-05, 0.00012103503839581521, 0.0004700527660098899]"
298,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 2}",0.13173398295411262,"[0.014646567683312317, 0.010908241299667873, 0.01514926445390225, 0.011651826532675824, 0.014746271712488207, 0.013382098287584973, 0.012311292018924058, 0.011404646435963265, 0.015540408883990066, 0.014028008791594604, 0.01160867376125894, 0.011052324080060133, 0.011451711902672407, 0.01120153259669846, 0.009953034292889762, 0.010795986773548689, 0.01077399621228727, 0.009952908463040956, 0.009920169783151741, 0.009998738684581732, 0.010902869713379967, 0.009818747357459608, 0.009791411175835865, 0.011109757105647447, 0.009438693267962204, 0.013433532054643165, 0.009759021577113855, 0.009755846889915617, 0.011636173437883443, 0.012738359401980601, 0.01278916996441438, 0.010845826061710223, 0.010792746646986899, 0.01863519005729518, 0.2731848484574649, 0.009794954864629139, 0.009398853099620484, 0.00993891930267407, 0.012641028683909943, 0.009904963302262834, 0.010843601855756606, 0.01003385478275315, 0.009529810919975958, 0.012485777087630058, 0.012733556311775614, 0.012331757943006597, 0.012339085528359753, 0.011071682102727904, 0.011092956884559621, 0.013344895579710006, 0.014547157742981818, 0.01256726660291887, 0.011910439324153144, 0.011170103272975664, 0.012120932612729188, 0.01080623825493527, 0.01206689632291757, 0.011287503571650558, 0.01120775264924292, 0.00987244325880039, 0.01164722742491179, 0.009795526213677436, 0.012271694709555261]","[0.0005444672001953303, 0.0003424823721193926, 0.00033626123580143813, 0.0002033899553015826, 0.000675834482342272, 0.0003146986287080781, 0.00026821071747885466, 0.0002794702179990969, 0.000680338235843112, 6.799765338628e-05, 0.00011972961286817542, 9.112047483518762e-05, 0.0002550280964326107, 0.00022599521466341445, 0.00017217807756057793, 0.00013019755719736545, 0.00018099325549346184, 0.0001781189963229499, 0.00020555265134194063, 5.185230782746341e-05, 0.00018824399910002875, 0.0002085171241843215, 0.00018432138807116552, 1.7943815994134937e-05, 4.438524397181586e-05, 0.0005224137770340767, 8.619795784695368e-05, 0.0001274765268117559, 6.0777260189897904e-05, 0.00038477938777568225, 0.00045357735369084504, 0.0004919838996516959, 0.0004650723444188056, 0.00046645945733982217, 0.006087616108782927, 4.718100249450775e-05, 6.558265257622588e-05, 0.00017087807003654388, 0.00035944095746242975, 0.00021308429790673758, 0.0004862692827117423, 0.0001403256916131913, 4.736898259115893e-05, 0.00023546880681923858, 0.000753034334214344, 0.0002865887102972541, 0.00028471538404288815, 8.22036542756255e-05, 2.2147794419712386e-05, 0.0001984976455318645, 0.00010594201432333457, 0.0008711918654426355, 0.0002584667247466248, 3.249721498179586e-05, 0.0002129192021291142, 0.00021235405827464598, 0.0004331184785245594, 0.00017397727402721012, 0.00017617755871183506, 7.571279887222045e-05, 0.00026118950250643056, 0.00020706504972400482, 0.0004993025579927339]"
299,"{'n_estimators': 500, 'max_features': 'log2', 'max_depth': 2}",0.13157685772155206,"[0.013543597156713452, 0.010499644716464864, 0.015306364390125442, 0.011729903074058204, 0.014907672253692649, 0.013092672793874549, 0.012260202630921223, 0.011087044903242782, 0.015715293350444925, 0.014005152671413251, 0.01145859833234461, 0.01103694314116292, 0.011106845891177096, 0.010916444721917261, 0.009822403863940442, 0.01089018325129882, 0.010776681896067621, 0.009822403863940442, 0.0095751979297123, 0.009785162305687907, 0.011320904842152696, 0.009467530422916386, 0.009465871728805149, 0.010899323852431461, 0.00935147060372486, 0.013241720776993376, 0.009523967337075693, 0.009320435820210454, 0.011780934903539727, 0.012470690275164975, 0.012561884367236036, 0.010456785343765812, 0.010460360259480807, 0.01968517838101358, 0.2512768567501405, 0.009663274884207691, 0.00921699325595511, 0.009798071181913282, 0.012278464644019466, 0.009547934958334772, 0.01045410663554804, 0.009872413700992904, 0.009315102882234137, 0.012560276927217165, 0.012801987044568598, 0.012344171025462916, 0.012345911449282375, 0.010799456777149203, 0.010887842409287266, 0.013308966484353965, 0.014382124309794029, 0.011873434851732695, 0.01171594121406659, 0.010952497401997918, 0.011874042506158868, 0.010815762803137252, 0.011687078549591062, 0.011149066939596082, 0.01104424475303708, 0.009617409411437914, 0.011453364633050162, 0.009488636133950639, 0.012162164823811411]","[0.00043477210152223364, 0.00040315506951960387, 0.0005466823454167787, 0.0007040177552348085, 0.00030177062339424267, 0.00024812766004878717, 0.00028623000519758276, 0.00012792026418771105, 0.0005771590986315574, 0.0003335072751355806, 5.2545264419761456e-05, 6.647975499891031e-06, 0.00013894006209342791, 0.0001088376396843137, 9.287725253351385e-05, 0.00012346599900662697, 0.00010815892736463241, 9.287725253351385e-05, 0.0001592651947432016, 0.00013072064488190533, 0.0006444245459918836, 8.591103388340626e-05, 7.188794172052858e-05, 0.00010215469061083177, 9.278219549168844e-05, 0.0002869036944224785, 2.9534551215769466e-05, 5.4896388294762464e-05, 0.0005406361074512794, 0.00026754834352651864, 0.0006197008900444744, 0.00017284675151276087, 9.79385007598984e-05, 0.00198403456177759, 0.01438342131486599, 2.2934681503686692e-05, 2.8567408409632203e-05, 7.665042566489314e-05, 0.0003406237307056438, 0.00013916898880700875, 0.00021392669256817116, 3.699796600643236e-05, 6.274520683754268e-05, 0.000133961094605047, 0.0007093108746617147, 0.00018878668436032842, 0.0001927497072716519, 4.7584511170478115e-05, 8.923026415111129e-05, 0.0002937502416522635, 0.000357453300432167, 7.250517980268328e-05, 8.483929183030945e-05, 0.0001106744370203451, 0.00010775782209861758, 8.250247590850555e-05, 0.00028448996959385, 0.00016856064803403426, 0.00014675689810990876, 2.5550815190142e-05, 0.0003313141036384086, 0.00010933218984968143, 0.0003290983065814995]"
300,"{'n_estimators': 750, 'max_features': 'sqrt', 'max_depth': 2}",0.1315692287309109,"[0.01498466258758376, 0.010311731143308873, 0.015342204983969446, 0.011730707156483422, 0.0147100776603109, 0.013022376485575035, 0.01223813208428934, 0.011111577189516733, 0.01517210354184677, 0.01393263603956669, 0.011496982858730666, 0.011898002346663767, 0.011126433669469806, 0.010930805974170928, 0.009849868136460537, 0.010707987754189935, 0.010663831333497775, 0.009846263597333241, 0.009673906371907116, 0.009886828873331614, 0.01082476844656967, 0.0095742262398256, 0.0095628856774919, 0.011041109263036877, 0.009296124397836862, 0.0131493096765318, 0.009526848437426195, 0.009392466915832993, 0.012057375138022549, 0.012446433348068664, 0.01272154066990991, 0.010772421487749033, 0.010728894416610174, 0.02133492189310882, 0.25653716732818055, 0.009787858864728672, 0.009283369175275143, 0.00983332437753486, 0.012562673847259015, 0.009661186001428295, 0.010755132157401334, 0.009928291435240108, 0.00938079485329466, 0.012738536640684714, 0.01314664298410187, 0.012432925612052052, 0.012450493488497345, 0.010776890064980095, 0.011343155979815835, 0.013159379036583358, 0.014453420646004805, 0.011992907886380702, 0.011807342038797117, 0.011082588590427609, 0.012145184749998742, 0.010794187004884428, 0.011877092555088042, 0.01137391117443872, 0.011310447517874847, 0.009622651348827128, 0.011668040914443269, 0.009673635478672955, 0.012414987399572551]","[0.0003580596777574654, 0.00017770274447091445, 0.0001777700135120099, 0.0001420762433852387, 8.070963545734755e-05, 0.00014243461513473762, 0.00013005104951791804, 0.00020007197868649268, 0.0005091883335687525, 0.0003289799972683827, 0.0002161444620221888, 0.000716425918581534, 0.00019045837141804965, 0.00019144398612111932, 6.290584757671776e-05, 0.00018991250992560752, 0.00017261821873765698, 6.294464948924137e-05, 9.930992354405474e-05, 3.31232114968647e-05, 0.0001934115881242211, 6.501748406868282e-05, 5.6023964470024585e-05, 0.00025750542007251225, 0.00010256495804659505, 0.0001859850252574174, 7.860289120174668e-05, 7.954893542501215e-05, 0.00019115690992430517, 0.0002492831413472472, 0.00037929981823360174, 0.00016348867114547702, 9.059513340128913e-05, 0.0008846290837989807, 0.0076477249644614975, 2.878660044354704e-05, 7.827988395187891e-05, 4.971557828796055e-05, 0.0004347655564034426, 0.00011488228602447466, 0.00014298151219779872, 0.00015533423177562032, 8.611333357308102e-05, 0.00016636102684340547, 0.0003727488679291504, 7.631498171014932e-05, 8.72845188999551e-05, 6.938405362907167e-05, 0.0003221857706334002, 0.00038130168196341284, 0.0002715061356197194, 9.195556432527653e-05, 6.96967620626244e-05, 0.00024629188779223544, 0.000214795984960878, 0.00018321099843587784, 0.000213963051778809, 0.0001740124076376646, 0.0001853502941485221, 7.129647245750605e-05, 0.00037457034244139887, 0.00013100893488064423, 0.0008966077238964965]"
301,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 2}",0.13177599839873766,"[0.014054208570903346, 0.010250554796835258, 0.015387644817853258, 0.011333465608044888, 0.01475875409869925, 0.013347874244940739, 0.01226413757857421, 0.011337589433785928, 0.01583398346785747, 0.014411811662545631, 0.01161234723696373, 0.011070438745852397, 0.011376842822843338, 0.01107792113747562, 0.009777250086838713, 0.010741364252931858, 0.010704532535902112, 0.009765798501405224, 0.00970026367755951, 0.009792539943522234, 0.010878146420382219, 0.009632085224376438, 0.00960031557018223, 0.010923531929930022, 0.009250904269368128, 0.013731594511980168, 0.009591605320550511, 0.009405222496104712, 0.011459391777534715, 0.012627691176979927, 0.01256393273926345, 0.010605451580651746, 0.010559203657378946, 0.016451678059683124, 0.2802684492271557, 0.009604255542079816, 0.009206103006000065, 0.009768256633890584, 0.012753777945704509, 0.009713934257797057, 0.010573335343577323, 0.009878696125893977, 0.009357856323508952, 0.01267213852724252, 0.013524903418262823, 0.012431628033882876, 0.012432528470067141, 0.010892280380056935, 0.01090897116960368, 0.01327511370016052, 0.014443596302077871, 0.011938239584216298, 0.011798452064713022, 0.010934616963823309, 0.01185712058581709, 0.010823857944758493, 0.01169931645275711, 0.011365755784847756, 0.011212310632873304, 0.00962365808848512, 0.011561725948229115, 0.009570045197041887, 0.012531884533773218]","[0.000405314058057417, 0.0007796074947253175, 0.00035812222396013754, 0.000298704427562334, 0.0006343276257456057, 0.000553725530001034, 0.0005442097089798368, 0.00038314418345237414, 0.0004501709345721385, 0.0003102499912408119, 0.0002934710098855263, 0.00040112114180241204, 0.0003340683557491488, 0.00029497376121426976, 7.072859871826967e-05, 0.00010906706325443193, 0.00024898361252262576, 6.227412406386726e-05, 3.138165771329384e-05, 0.00010074849102023415, 0.0002392536815636633, 2.5837382946566652e-05, 1.5054798133612454e-05, 0.00023051603675911395, 2.1816698511959356e-05, 0.00022317118611196466, 9.131371878614802e-05, 0.00013939490258091608, 0.00024970924389658514, 0.00016124160082327846, 0.0004943891556354232, 0.00019773230233270596, 0.00018325614678662904, 0.002209910799175104, 0.006357932119678329, 8.440503212696758e-05, 8.323439090718486e-05, 5.879847960370664e-05, 0.0006251388913882142, 2.7481979040536935e-05, 0.00019633359578340645, 6.611187283166444e-05, 3.462567069069279e-05, 0.00032411950155301526, 0.0018165390250636864, 0.0003089361377969568, 0.00029969521840970015, 0.00024420980892278705, 0.00022663813991215704, 0.000840156226452232, 0.00014438502980849489, 0.0002451845218950292, 0.0002264260414996823, 0.0002334382416694341, 0.00022343579867237839, 0.00028978060653183437, 4.838772657374598e-05, 0.0002976317707482432, 0.0002805643330691087, 9.162955486359657e-05, 0.0003149898786781495, 6.022611564341326e-05, 0.000362837134819489]"
