mol id,halflife
134809178,30
133053816,30
133053821,30
52934180,30
16764671,30
16764686,30
16764695,30
91762950,30
91903472,30
91913176,30
71705501,30
71707181,30
71829154,30
71828999,30
56715543,30
90488048,30
56881339,30
91904528,30
56886853,30
70726807,30
56893258,30
91904901,30
91653956,30
87051999,30
87052427,30
53183866,30
87052512,30
136665503,30
136665504,30
91916716,30
136326488,30
136665409,30
91891807,30
110197656,30
110202952,30
124050542,30
91911828,30
46089231,30
46089123,30
46089060,30
46088963,30
68289010,30
66610682,30
137299399,30
137299434,30
137299464,30
137299474,30
137299390,30
137299421,30
137299467,30
137291230,30
137291231,30
137299526,30
137299537,30
5319693,30
71245288,30
25214468,30
89683805,30
91864701,30
117072550,30
117072549,30
91666658,30
131601,30
119081409,30
134798709,30
44181686,30
68165256,30
500902,30
76685059,30
121277860,30
46871935,30
71766156,30
14328920,30
133053887,30
134798083,30
78426698,30
134797228,30
81689696,30
134796226,30
134801672,30
6456014,30
53262401,30
123132228,30
72165228,30
118196485,30
69304814,30
49852873,30
9810929,30
53257105,30
10607,30
10429706,30
46907675,30
5328135,30
136665264,30
15990861,30
3246697,30
657574,30
11222830,30
40777002,30
10366136,30
2365267,30
3317547,30
53257109,30
70789472,30
70701466,30
3116398,30
70789701,30
3246346,29.84
71705536,29.71
42654957,29.66
26742466,29.6
16019052,29.56
15990034,29.25
71296019,29
70701358,29
70789724,29
70789733,29
16034349,28.6
54677920,28.27
166558,28.24
805276,28
16023551,28
36649951,28
49852897,28
70701461,28
136259031,28
70789645,28
15991077,27.88
59422203,27.81
134806245,27.8
46907673,27.7
3246584,27.55
53137466,27.3
87052503,27.26
1474853,27.2
71268957,27.19
91903489,27.19
46926056,27
46926059,27
71296007,27
70789376,27
71295997,27
134790917,26.6
9954280,26.58
4901885,26.43
234846,26.34
16009501,26.24
46907665,26.16
3233084,26
930080,26
53257121,26
8182575,26
72710609,26
70789691,26
70789678,26
16015040,25.99
46907679,25.99
42654396,25.97
15991374,25.91
124050558,25.72
16023208,25.66
5300038,25.58
46907762,25.53
2951020,25.52
137299321,25.28
44144354,25.27
16010511,25
1313916,25
50801997,25
70701415,25
70789395,25
70789669,25
71771101,25
72551585,24.98
59473233,24.92
134801994,24.81
46907752,24.74
16029343,24.68
74244241,24.6
75490816,24.56
775994,24.36
134807625,24.23
11835320,24.21
134789021,24.04
134798526,24.02
663999,24
4566836,24
46926031,24
49852801,24
53257140,24
70789382,24
2304856,24
72710616,24
1079725,24
946390,24
70701442,24
70789449,24
71296004,24
72187558,24
70789656,24
72187532,24
4898908,23.99
4462741,23.93
137299536,23.89
42654366,23.8
42654528,23.8
72714058,23.78
868286,23.77
16033939,23.67
134787910,23.64
54685215,23.58
60202647,23.46
57748689,23.41
137299525,23.38
57519531,23.17
117637389,23.13
70777500,23.07
1177165,23
3596188,23
16033949,23
46907708,23
70789414,23
70789416,23
70789502,23
71660754,23
72710615,23
70789542,23
17361469,23
70789541,23
70789668,23
71771098,23
24762166,23
134807770,23
135422895,22.99
137299452,22.9
56593335,22.81
16033976,22.73
15989530,22.7
72710568,22.63
134807450,22.5
621867,22.38
71829149,22.38
1285940,22.25
20919964,22.2
90216621,22.16
5302298,22.12
392622,22.08
3234283,22
1357397,22
53255391,22
70789344,22
71660767,22
72710614,22
72187553,22
70789648,22
70789527,22
32874585,22
134808756,22
134808360,21.92
25227462,21.91
134791156,21.83
9884685,21.83
25169383,21.81
619526,21.77
73777259,21.75
134805490,21.65
73549,21.31
73051434,21.27
2118,21.25
53328059,21.24
46907758,21.15
220995,21.1
9616943,21
3233188,21
763700,21
9934458,21
46926050,21
53257139,21
57383414,21
60167918,21
60167866,21
70701399,21
71296014,21
3163563,21
70701437,21
70701361,21
70789346,21
72183108,21
71771078,21
42992585,21
6485805,20.99
136665423,20.94
3246294,20.92
71577426,20.88
53299062,20.68
134810628,20.67
3474778,20.67
15988620,20.55
11647992,20.5
7601970,20.48
46990893,20.42
134806302,20.4
707153,20.37
44887534,20.31
20963222,20.28
71582801,20.26
15990190,20.13
15990919,20.08
3559,20.05
3234639,20
1321124,20
16016037,20
49853258,20
53257120,20
43462960,20
16556940,20
49808485,20
70789455,20
72710612,20
70701421,20
72183100,20
70789556,20
70789450,20
70789661,20
70789499,20
70789452,20
70789697,20
3231830,20
16025807,19.93
56593309,19.85
49853265,19.83
134806797,19.69
134791361,19.63
44142150,19.58
3159463,19.58
2168035,19.52
56593322,19.5
134809651,19.5
134805007,19.46
71226662,19.35
46907715,19.33
9196193,19.2
636411,19.19
75466029,19.09
586278,19
70701362,19
71296008,19
70789482,19
72187546,19
72187551,19
70789646,19
70789498,19
70789657,19
71771092,19
52936849,18.96
3246443,18.9
118957930,18.87
25256849,18.82
2870379,18.72
9868037,18.71
2896518,18.64
16025697,18.64
33036,18.52
16019143,18.49
91903479,18.47
46907681,18.47
3334,18.36
46907743,18.29
16028197,18.25
70789387,18.17
428373,18.11
15988540,18
1512045,18
56593315,18
4209724,18
19597433,18
70789488,18
70701428,18
70701368,18
70701405,18
70701417,18
72187550,18
71771099,18
16016585,17.94
8083550,17.84
2800162,17.82
91909359,17.78
5740575,17.75
7424264,17.71
664510,17.69
16025695,17.61
16034348,17.6
49852911,17.6
15990148,17.56
49853213,17.43
46907710,17.32
134808346,17.27
126280,17.24
46907751,17.21
24963047,17.2
3062316,17.15
46916382,17.05
3662061,17
781247,17
44640149,17
49852728,17
2168668,17
4374325,17
3106386,17
70789688,17
71660768,17
70789424,17
70701470,17
70701384,17
70789654,17
71771073,17
71771090,17
46925989,16.8
46907753,16.76
136665415,16.71
6746983,16.67
136959977,16.52
15987821,16.48
134787726,16.42
91911826,16.34
16016570,16.3
46907731,16.23
91887902,16.19
457993,16.04
118170767,16.01
3233203,16
3235670,16
49852918,16
49705773,16
70789341,16
49680389,16
70701422,16
70701443,16
71296010,16
50760402,16
72710610,16
71296017,16
70789408,16
73265261,16
134809342,15.94
730810,15.93
10316032,15.93
655308,15.87
134807488,15.86
71660748,15.8
46907677,15.69
134811001,15.68
134805713,15.65
60167809,15.58
825303,15.54
1383822,15.5
4355463,15.49
53257090,15.23
5284645,15.21
49787093,15.15
11667893,15.15
135533054,15.09
46907682,15.03
137299438,15.01
4321730,15
53257098,15
53257156,15
4970248,15
57383420,15
71307873,15
70789545,15
70789505,15
70701447,15
70789534,15
70789438,15
70701398,15
31526528,15
71296024,15
1557872,15
70701376,15
17537846,15
70701427,15
71771077,15
70789683,15
68938909,15
73424674,15
70789360,14.97
46907702,14.96
134807218,14.96
91767277,14.96
1166596,14.91
134792225,14.85
60167913,14.83
25212148,14.77
2734802,14.71
73424671,14.65
11885313,14.6
2886207,14.41
5701997,14.34
70789539,14.33
16033040,14.33
4916244,14.23
71660776,14.17
15989508,14.12
16020100,14.07
46926042,14
71307837,14
70789448,14
70789555,14
70789362,14
70789484,14
16104826,14
70701377,14
71660750,14
70701425,14
25236895,14
10561847,14
70789530,14
70789383,14
70789409,14
44573504,14
70789392,14
99625,13.96
46907683,13.93
91911825,13.93
134806720,13.9
6320437,13.8
6237,13.68
91891339,13.61
25169382,13.59
16034426,13.56
46926062,13.47
439260,13.36
134807511,13.36
87051521,13.34
70716515,13.23
1497027,13.22
1201,13.19
139106,13.14
21081761,13.14
20953663,13.01
663428,13
974197,13
135546860,13
53255401,13
57383405,13
70701403,13
70789487,13
70789511,13
70789418,13
70789458,13
70701390,13
70789670,13
71296028,13
70701388,13
9921994,13
939022,13
1520649,13
70789343,13
70701396,13
71295995,13
70789517,13
70701375,13
70789560,13
70789702,13
71296025,13
118721624,13
70701468,12.91
71828900,12.85
16025699,12.76
15991365,12.73
134796942,12.65
7080326,12.62
135546945,12.54
40724396,12.46
70756727,12.37
9282872,12.3
4091590,12.23
53396328,12.19
995088,12.02
135495242,12
213329,12
16009365,12
46926047,12
53255426,12
53257149,12
57383430,12
3338038,12
70789485,12
70789396,12
70701474,12
60167823,12
70701441,12
70701423,12
70701416,12
890763,12
70789553,12
70789687,12
70789676,12
70789696,12
71296002,12
73265321,12
50898243,11.93
134798001,11.85
75490814,11.79
135439882,11.76
134811157,11.68
1518779,11.65
16022685,11.61
44634868,11.59
46907750,11.58
46926040,11.38
3246380,11.29
134809146,11.28
134798255,11.21
4388543,11.16
123767,11.04
6604858,11.03
71295991,11.03
6418891,11
1315619,11
4894298,11
46926068,11
46926079,11
49853035,11
46947853,11
50898239,11
70701401,11
70789384,11
71296022,11
929302,11
71296005,11
1079726,11
11230874,11
70789432,11
70789671,11
70789686,11
72187556,11
72187533,11
72187554,11
73330287,11
40776995,10.95
16363,10.94
6603792,10.93
15988382,10.9
24870588,10.9
4302940,10.9
134805000,10.83
5223276,10.76
2526122,10.72
16010499,10.72
16414,10.68
71660741,10.6
51210891,10.53
22431996,10.52
16015991,10.5
750541,10.47
2396,10.47
46926065,10.45
45166656,10.45
1205402,10.37
15988815,10.35
135526339,10.35
25181472,10.33
60167849,10.33
2741895,10.27
26745159,10.27
1450429,10.24
4176165,10.22
134808857,10.18
53137515,10.12
134806999,10.11
90489352,10.11
5281304,10.1
11173800,10.07
25109894,10.06
134804915,10.03
135398511,10.02
24790872,10
3234053,10
46926024,10
53255382,10
487903,10
70789377,10
60167907,10
70701374,10
70789685,10
71660749,10
71296023,10
70701412,10
70789650,10
70789692,10
820818,10
710951,10
72187549,10
6604471,9.99
44144362,9.95
135485450,9.93
70701451,9.9
70789413,9.9
70701389,9.9
426728,9.88
71533725,9.87
135416459,9.84
921541,9.82
15988816,9.8
16018627,9.8
16023293,9.8
5055687,9.8
16759608,9.8
71307834,9.8
72710617,9.8
2333,9.75
16016035,9.74
2431573,9.7
71307836,9.7
70789410,9.7
72187530,9.7
70789647,9.7
70701462,9.65
57336276,9.64
46926035,9.6
70789535,9.6
72187557,9.6
15991364,9.55
159324,9.54
719449,9.52
5066378,9.5
70789665,9.5
46907745,9.48
136665413,9.45
765019,9.42
134808985,9.42
3232805,9.4
46907695,9.4
71660730,9.4
71296020,9.4
53358901,9.4
44640157,9.38
7287095,9.33
135416948,9.3
7536878,9.3
16023955,9.29
134807531,9.28
46907757,9.24
71826352,9.22
60167920,9.21
71959588,9.21
60167830,9.18
134809346,9.18
16018041,9.17
11315474,9.14
15990032,9.11
662914,9.1
735924,9.1
70789361,9.1
53143698,9.09
70789558,9
70789443,9
70701394,9
3158002,9
5738263,8.99
16018446,8.98
71839006,8.98
134807505,8.98
3604519,8.96
15990000,8.96
134791199,8.91
16033974,8.9
135412648,8.9
70789526,8.9
70701429,8.9
60167837,8.9
73265331,8.9
15990297,8.86
4343860,8.85
4659392,8.83
70789659,8.8
2862091,8.77
656272,8.72
3382936,8.7
16373899,8.7
72725,8.63
134809348,8.62
4438424,8.6
3235386,8.6
70701475,8.6
72187562,8.6
1451106,8.6
70789673,8.6
4115695,8.57
70789477,8.55
3851,8.51
46926044,8.5
71307876,8.5
137299435,8.48
4853713,8.47
864492,8.47
46907700,8.45
90489340,8.45
46907656,8.43
134794920,8.43
1252141,8.4
46926043,8.4
70789491,8.4
24785538,8.35
868798,8.3
53255389,8.3
4307096,8.26
16020144,8.24
60167883,8.23
53137387,8.23
71296001,8.2
2874147,8.16
15989546,8.13
57383399,8.12
134805319,8.11
71661259,8.11
71307843,8.1
60167921,8.1
15987948,8.06
90489320,8.05
2954542,8.03
71771108,8
71660747,8
5292916,7.99
4246541,7.91
2961632,7.9
16725316,7.9
946310,7.9
134797955,7.9
46907670,7.89
134806633,7.89
3237504,7.87
137299468,7.87
71660777,7.84
134809115,7.82
134807414,7.81
16007814,7.8
7498662,7.79
58221879,7.75
46742353,7.73
135443095,7.7
57383397,7.7
63549790,7.7
929366,7.7
60167816,7.7
70789461,7.7
71771059,7.7
26850581,7.7
44312236,7.7
16014644,7.68
46907744,7.66
17757088,7.65
208908,7.65
46907748,7.65
70789547,7.65
16010530,7.6
3782995,7.6
71307815,7.6
16034817,7.59
766949,7.59
16014337,7.58
70980530,7.57
15990040,7.57
5738266,7.56
70701366,7.5
70789495,7.5
664077,7.49
16030494,7.49
134806968,7.47
71771062,7.44
46926058,7.4
70701360,7.4
70789536,7.4
91891800,7.38
70789699,7.35
170327,7.34
70789378,7.3
70789554,7.3
9901007,7.3
16026577,7.3
15988676,7.26
60167873,7.25
46907705,7.23
3234594,7.2
72187560,7.2
57377246,7.2
134806045,7.16
16018629,7.15
4107705,7.13
9551517,7.12
49852770,7.12
1245673,7.1
1252602,7.1
60167796,7.1
71295942,7.1
44143946,7.09
2163014,7
46926061,7
3799619,7
53484170,7
70789489,7
70789445,7
60167882,6.99
135508281,6.9
70789562,6.9
71295944,6.9
1416241,6.88
44464263,6.85
336423,6.82
91891630,6.81
16009866,6.77
134809076,6.77
7066847,6.75
16020904,6.72
5307102,6.7
46907714,6.7
70789436,6.7
70789363,6.7
70701387,6.7
70789546,6.7
70789743,6.7
5282433,6.67
40780411,6.66
26761883,6.65
25066467,6.64
866378,6.6
3245059,6.6
46926017,6.6
71307867,6.6
26745136,6.59
136665405,6.57
16095342,6.56
60167912,6.55
9829523,6.54
46926041,6.5
3887128,6.5
70789390,6.5
2358964,6.5
71771068,6.5
70789543,6.5
71771089,6.5
60167828,6.45
3242908,6.4
46907787,6.4
71296021,6.4
135464468,6.4
70789684,6.4
72183105,6.4
16014640,6.39
16010245,6.38
46907692,6.38
44460145,6.35
137299529,6.33
15990310,6.3
15990863,6.3
57383398,6.3
70789423,6.3
134789541,6.29
16765224,6.28
60167877,6.25
1838616,6.24
134807239,6.22
60167932,6.21
60167892,6.2
70789731,6.2
71295994,6.2
44144348,6.19
374536,6.18
136665425,6.16
5280863,6.13
57383419,6.1
71295998,6.1
5306690,6.1
71771100,6.1
57519538,6.09
8615611,6
53255424,6
5184481,6
1383821,6
70789467,6
16029068,5.98
73265333,5.97
46907728,5.97
70787302,5.96
45166254,5.95
3658,5.93
16010551,5.92
104850,5.9
42360800,5.9
60167825,5.9
71660782,5.9
70789428,5.9
71771091,5.9
70789649,5.9
53143674,5.86
3243760,5.85
71307865,5.83
16009390,5.8
8814,5.8
70789516,5.8
60167886,5.8
70701449,5.8
70701473,5.8
70701393,5.8
70789451,5.8
71296016,5.8
70701476,5.78
7142438,5.73
1415305,5.72
15990923,5.72
46907725,5.7
46926064,5.7
70789497,5.7
62197753,5.7
19588586,5.7
70789500,5.7
16023573,5.68
134798059,5.68
9954082,5.67
134809728,5.67
71299339,5.65
134806347,5.63
4229355,5.62
56645356,5.62
646008,5.6
70789353,5.6
70701371,5.6
70789549,5.6
70789521,5.6
71297232,5.6
44144340,5.58
46907734,5.55
800332,5.53
44460159,5.53
134811029,5.52
160355,5.51
42647289,5.5
72187555,5.5
72187544,5.5
887645,5.49
16025620,5.49
4019569,5.49
134809036,5.49
16435314,5.48
134807222,5.48
16031687,5.47
15990342,5.46
91890680,5.43
70701367,5.4
70701439,5.4
46907749,5.39
134789652,5.38
15988674,5.38
3137629,5.3
56970298,5.3
70789354,5.3
70789660,5.3
16014339,5.28
44825271,5.28
137299235,5.28
15989832,5.25
134805643,5.25
134805378,5.25
11853799,5.23
44460175,5.21
2859981,5.2
57383434,5.2
70789533,5.2
71771105,5.2
133053814,5.2
676352,5.2
17757077,5.19
5712,5.17
7314626,5.16
16034805,5.16
357904,5.13
45495934,5.1
5908088,5.1
70789680,5.1
15990031,5.08
46285606,5.07
38030234,5.06
87051947,5.01
135464015,5
70789437,5
72183109,5
70789465,5
71771095,5
71295996,5
71771096,5
1090321,4.99
178024,4.99
16010539,4.98
44634872,4.97
5283451,4.94
46907698,4.94
92045079,4.93
5713403,4.92
667135,4.9
44623888,4.9
70789406,4.9
70789405,4.9
134808042,4.89
1400,4.87
11740730,4.83
16025430,4.81
7498666,4.8
70701459,4.8
72187535,4.8
53158961,4.79
1958370,4.77
45783916,4.76
2797796,4.73
630762,4.72
134789467,4.72
3434681,4.7
135532946,4.7
70789358,4.7
71771071,4.7
135539077,4.7
44144332,4.68
46907703,4.63
70789469,4.6
71959602,4.56
5702992,4.5
70789415,4.5
71660729,4.5
60167806,4.5
70701357,4.5
133053809,4.49
830235,4.46
60167795,4.45
3821,4.44
3136131,4.41
5083,4.4
44144344,4.4
71307863,4.4
60167906,4.4
70789544,4.4
71771060,4.4
1450433,4.4
87051912,4.4
53160384,4.38
4748,4.34
16028421,4.33
49852965,4.33
1265525,4.31
46947852,4.3
71296003,4.3
25506858,4.3
70701406,4.3
3501,4.29
46907732,4.29
46907738,4.28
60167891,4.28
5297518,4.26
9820526,4.26
7338272,4.23
9929059,4.23
44144370,4.21
16016694,4.2
9207124,4.2
22829926,4.2
70789473,4.2
71771085,4.2
71771075,4.2
40780407,4.19
2247,4.18
16022696,4.18
135410425,4.18
4853613,4.16
5074544,4.16
49852898,4.16
16014995,4.14
132942364,4.13
46907722,4.12
46907726,4.1
70789420,4.1
70789456,4.1
134788517,4.1
698145,4.1
134799894,4.07
4077172,4.06
105115,4.06
5327686,4.05
6603247,4.04
4918753,4.04
1750826,4.02
46907717,4.02
4640646,4.01
3129754,4.01
70789453,4
70789531,4
70701438,4
44144350,3.98
6540478,3.98
71741457,3.95
49836027,3.91
46907706,3.9
820770,3.9
60167903,3.9
70701444,3.9
70789374,3.9
1079730,3.9
133633,3.89
8099624,3.88
4084597,3.88
16011163,3.86
1345,3.84
1017166,3.84
15988159,3.84
3241048,3.8
15991107,3.79
3783132,3.77
16007418,3.76
46907684,3.76
6605104,3.74
4576975,3.72
134790868,3.71
655278,3.7
70789368,3.7
70789529,3.7
10158562,3.7
17531380,3.7
7151282,3.67
4252801,3.66
49853377,3.62
16028009,3.6
3719993,3.6
46907662,3.6
44634766,3.6
71307823,3.6
71296027,3.6
15989558,3.58
2381956,3.57
44460164,3.56
2910633,3.54
4002431,3.54
15990865,3.54
11556711,3.52
15990828,3.52
16014853,3.51
51138561,3.51
135457110,3.5
49853302,3.5
70789514,3.5
70789551,3.5
70789425,3.5
1366986,3.5
70701359,3.5
75367148,3.47
15989880,3.46
16022690,3.45
2900985,3.45
16034384,3.44
2767330,3.4
70789394,3.4
70789519,3.4
60167812,3.4
71660775,3.4
20929935,3.4
10474335,3.39
16028005,3.38
87052505,3.38
10002736,3.37
16314374,3.37
135410436,3.34
7661054,3.32
133053835,3.32
15990569,3.31
46907740,3.31
2920571,3.3
46943397,3.3
70789422,3.3
3136596,3.28
25263033,3.28
2331284,3.27
53149911,3.26
1093278,3.23
17757089,3.2
57519516,3.2
71307847,3.2
71660753,3.2
4552554,3.2
71771106,3.2
44460161,3.19
16030748,3.18
16030286,3.17
16033843,3.17
134805981,3.17
16318005,3.16
17757314,3.16
5322523,3.15
16615769,3.13
2865236,3.11
56593296,3.11
73265243,3.1
802475,3.09
44144346,3.09
46907658,3.09
24905142,3.09
44825280,3.08
44607360,3.06
664752,3.04
44144338,3.04
76168,3.04
16022700,3.01
134805226,3.01
1264460,3
2710,3
58033027,3
70789393,3
60167813,3
16345884,3
1869540,3
71771104,3
71771088,3
72183106,3
134808479,3
135410423,2.98
46364983,2.98
49853271,2.97
3106303,2.96
5095,2.96
16019899,2.96
46907690,2.96
75465982,2.95
53344908,2.92
16296311,2.9
53257186,2.9
71307821,2.9
4130805,2.9
767103,2.9
70789421,2.9
3627,2.89
90479372,2.89
60167852,2.87
4062086,2.86
44144334,2.86
135422526,2.84
72199292,2.84
6460634,2.82
135398737,2.8
16031336,2.8
68363,2.8
8852509,2.8
70789746,2.8
70701391,2.8
57519526,2.8
60167846,2.8
60167822,2.8
3074829,2.8
4774796,2.8
60167844,2.8
16360527,2.8
4295603,2.8
5379210,2.79
26742366,2.78
134808914,2.78
16022692,2.77
16010694,2.76
135410430,2.75
3234199,2.74
49853223,2.74
15988957,2.71
2942513,2.7
1305978,2.7
2979657,2.7
16028187,2.7
664331,2.7
44623889,2.7
3230466,2.7
46926081,2.7
71307855,2.7
71307830,2.7
70789372,2.7
70789732,2.7
70701413,2.7
73265249,2.7
26743389,2.69
4189771,2.67
91925560,2.66
16008413,2.66
13493,2.63
44143948,2.62
16022694,2.6
16023012,2.6
44623883,2.6
60167872,2.6
5121651,2.6
60167834,2.6
