mol id,halflife
70789371,2.6
18109531,2.58
661788,2.57
67533,2.56
60795,2.56
3689,2.55
2973056,2.55
49852942,2.55
73265257,2.55
9901086,2.55
46907755,2.51
3235425,2.5
132496,2.5
16016817,2.5
44640151,2.5
71307870,2.5
70789559,2.5
71307828,2.5
71307859,2.5
70789730,2.5
70789350,2.5
3157145,2.5
72187539,2.5
4068248,2.5
720656,2.48
3122421,2.47
44246394,2.47
73265340,2.47
4231518,2.45
44143159,2.45
135546828,2.44
46059186,2.43
56962336,2.42
2971918,2.42
765549,2.4
53257167,2.4
71307866,2.4
17154150,2.4
73330432,2.4
60167843,2.4
70789677,2.4
1076491,2.4
70701392,2.4
70701363,2.4
70789501,2.4
70701379,2.4
71771064,2.4
72187531,2.4
70766183,2.4
4620214,2.4
40776966,2.38
2815186,2.37
653757,2.37
46907687,2.37
24816857,2.36
439647,2.36
72303,2.36
46907685,2.35
16012740,2.34
40225210,2.34
133053875,2.34
4162891,2.34
5283454,2.33
16028117,2.33
4111421,2.33
3119481,2.32
16403899,2.32
225601,2.32
16008054,2.32
71829145,2.31
16012906,2.31
78243729,2.31
651628,2.3
46907719,2.3
44623880,2.3
73330430,2.3
70789388,2.3
60167851,2.3
72183103,2.3
71456641,2.3
72846657,2.3
16010350,2.28
134809592,2.28
16022668,2.27
16031022,2.27
16031040,2.27
1715,2.27
16018486,2.26
49853343,2.26
663191,2.24
16023585,2.23
134809029,2.23
44143947,2.22
16033636,2.21
11224758,2.21
44144358,2.21
3655913,2.2
1090313,2.2
3234745,2.2
658914,2.2
71307825,2.2
46927888,2.2
60167874,2.2
70701381,2.2
5305440,2.2
892164,2.19
46907735,2.19
665597,2.18
17757102,2.17
91903748,2.16
16024730,2.16
75367182,2.16
2927953,2.14
49853027,2.13
38030950,2.13
647821,2.12
197810,2.12
16034290,2.12
3232951,2.1
4380636,2.1
16023052,2.1
2548644,2.1
49852806,2.1
71307879,2.1
71307838,2.1
70789407,2.1
46360368,2.1
70789347,2.1
71771080,2.1
16240066,2.09
44144368,2.09
46907659,2.09
134809341,2.09
16031537,2.08
46907756,2.08
4524445,2.07
72287,2.07
71304818,2.07
51053056,2.07
16024023,2.06
9850878,2.06
990823,2.06
11201705,2.05
15989544,2.04
16015431,2.04
833993,2.03
5770977,2.02
6603915,2.02
2111037,2.02
137299202,2.02
16020541,2.01
134805294,2.01
652226,2
16020543,2
49853360,2
73330431,2
70701430,2
70789367,2
70789738,2
73265267,2
46907696,1.99
16014174,1.98
49852878,1.98
121595845,1.98
134791303,1.98
15988512,1.97
16020279,1.97
16029644,1.97
134807663,1.97
16010135,1.96
16019468,1.96
15991449,1.95
15990998,1.95
92178,1.95
46907693,1.95
71307858,1.95
16025131,1.93
5281607,1.92
134808376,1.92
936270,1.9
46916311,1.9
46947855,1.9
71307849,1.9
71307835,1.9
71307857,1.9
71307878,1.9
70789729,1.9
43057906,1.9
8200753,1.9
70789512,1.9
70789548,1.9
71295941,1.9
31009794,1.9
16019576,1.88
44144336,1.88
16007391,1.88
53140285,1.88
10077147,1.87
751398,1.86
70789380,1.85
73265231,1.85
71693092,1.85
3244852,1.84
5387246,1.83
134808647,1.82
134805618,1.82
16020356,1.81
16018226,1.81
4052109,1.8
3235553,1.8
5311452,1.8
655011,1.8
3540515,1.8
16031042,1.8
46947845,1.8
46947850,1.8
16977185,1.8
50897818,1.8
71307850,1.8
56643051,1.8
60167853,1.8
50767626,1.8
70701380,1.8
71771094,1.8
70789726,1.8
70789744,1.8
46089259,1.8
134809307,1.79
65776,1.78
46907691,1.77
134805651,1.77
134806829,1.77
667466,1.76
134807136,1.76
4368645,1.75
46907707,1.75
46947856,1.75
4651694,1.74
46907742,1.74
46912204,1.74
73265250,1.74
134806647,1.74
53230310,1.74
108092,1.73
16021615,1.73
15943340,1.72
540335,1.72
134809070,1.72
3622155,1.71
6917728,1.71
46907721,1.71
46925991,1.71
46907663,1.71
936056,1.7
2813100,1.7
2846718,1.7
4207389,1.7
3234176,1.7
3240060,1.7
3236435,1.7
2212928,1.7
8088003,1.7
16033638,1.7
46907672,1.7
46916308,1.7
46916320,1.7
9474033,1.7
46947872,1.7
49853182,1.7
49853169,1.7
4802461,1.7
71307862,1.7
70789550,1.7
70789444,1.7
70789737,1.7
71660737,1.7
46348759,1.7
71771061,1.7
70789740,1.7
70789734,1.7
71295943,1.7
70789739,1.7
72187545,1.7
563972,1.69
4592792,1.69
736064,1.69
16013207,1.69
25044485,1.69
23604942,1.69
134805932,1.68
56832449,1.67
46907720,1.67
46907701,1.66
134808383,1.66
46947870,1.66
3797,1.65
3248000,1.65
16023905,1.65
16028266,1.65
127030711,1.65
829389,1.64
16028031,1.64
27666048,1.64
134805666,1.64
135546833,1.63
1192546,1.62
71307851,1.62
15990550,1.61
401019,1.6
3189849,1.6
647754,1.6
3241707,1.6
3159995,1.6
4681590,1.6
1276736,1.6
9282884,1.6
8781304,1.6
8106251,1.6
49852983,1.6
50897809,1.6
60374252,1.6
71307871,1.6
56643038,1.6
56643052,1.6
4127215,1.6
70789532,1.6
70701372,1.6
71660752,1.6
18144534,1.6
60167924,1.6
71771074,1.6
70789745,1.6
70789741,1.6
70789727,1.6
70789506,1.6
70789352,1.6
70789735,1.6
70789725,1.6
70789728,1.6
73265264,1.6
53388524,1.6
31101,1.59
3246353,1.58
16027973,1.58
9368465,1.58
134809594,1.58
16023100,1.57
2880983,1.56
16025626,1.56
2102299,1.55
16007397,1.55
134810595,1.55
46058622,1.55
16010137,1.54
794706,1.54
8099609,1.53
46907736,1.53
46907676,1.53
135457059,1.52
2585,1.52
53149983,1.52
3835198,1.5
1379247,1.5
15999416,1.5
3605573,1.5
53314906,1.5
1186191,1.5
24819361,1.5
8781314,1.5
46947849,1.5
17425016,1.5
71729975,1.5
70789662,1.5
70789736,1.5
70789747,1.5
70789742,1.5
53137434,1.5
4658,1.49
16014186,1.49
573746,1.49
1725261,1.48
16034061,1.48
73265275,1.48
16009028,1.47
16010865,1.47
24857242,1.47
831961,1.46
322878,1.46
2964580,1.45
16031764,1.45
46907704,1.45
16032111,1.44
44223973,1.44
46907686,1.44
15987880,1.44
46943210,1.44
16014184,1.43
16014495,1.43
15990317,1.41
16023755,1.41
16033831,1.41
134809727,1.41
124043610,1.41
3490047,1.4
135481303,1.4
16060127,1.4
17757145,1.4
17399346,1.4
50898250,1.4
64722,1.4
7957319,1.4
71771103,1.4
16014151,1.38
46947861,1.38
1120551,1.38
7312224,1.37
27901,1.37
16017770,1.36
50898226,1.36
661788,1.35
4718264,1.35
16010131,1.34
3915663,1.34
4881581,1.34
4917871,1.33
46907716,1.33
16015257,1.32
4753688,1.31
16022130,1.31
1385205,1.31
134806170,1.31
3245229,1.3
16031229,1.3
4060605,1.3
656667,1.3
71307813,1.3
71692988,1.3
5736,1.29
110201081,1.28
46059187,1.28
2021006,1.27
2156520,1.26
92044400,1.26
135437057,1.25
118873492,1.25
16014662,1.23
134805841,1.23
3331835,1.21
134806960,1.21
5297522,1.21
16020134,1.2
16025831,1.2
75410302,1.2
15990405,1.19
15991223,1.18
16013369,1.18
4827509,1.17
16033121,1.15
134809305,1.14
15987881,1.12
71693149,1.12
1252213,1.11
16351,1.11
4457031,1.1
775655,1.08
766793,1.07
71090129,1.07
16022698,1.07
16010971,1.05
44142144,1.05
20945088,1.03
2747117,1.02
45166426,1.01
95801,1
2355490,1
893292,1
658573,1
6633,1
5165652,1
16025398,1
16028207,1
5281078,1
5312126,1
22301,1
73330458,1
15989548,0.99
110196975,0.97
45226889,0.96
134793165,0.91
7151268,0.9
11296495,0.9
