Trial Number,Parameters,RMSD,Predictions,Std
31,"{'alpha': 0.0941146488521557, 'l1_ratio': 0.031015857452221456}",0.12856175551964105,"[0.012090646801484818, 0.01346799779797054, 0.012171127573066843, 0.011028027942558019, 0.012171127573066843, 0.015055155480146862, 0.012432048926402506, 0.01468452321453556, 0.009974918120600376, 0.011028027942558019, 0.012171127573066843, 0.011028027942558019, 0.011095231595042838, 0.010914791013289203, 0.01003261273611604, 0.011118017751109202, 0.027694560885291614, 0.011118017751109202, 0.011118017751109202, 0.01645917646399135, 0.027531145290684234, 0.01451503800293911, 0.015202839904213708, 0.014941918550878045, 0.009771691382780378, 0.02452616679376185, 0.012130457944697436, 0.014666639742232515, 0.0202202344305343, 0.011028027942558019, 0.012130457944697436, 0.02150396349958414, 0.010776615626191512, 0.012997780089825807, 0.027669605874123787, 0.029227397452363146, 0.01876097093230618, 0.02645308045755877, 0.013581234727239355, 0.011067839085770637, 0.01252812490528171, 0.023894613174814883, 0.013689108008093582, 0.016004537409804846, 0.010857096397773538, 0.010857096397773538, 0.009753807910477332, 0.009753807910477332, 0.014724334357748179, 0.01592514515711162, 0.014724334357748179, 0.013842156080575018, 0.012171127573066843, 0.01592514515711162, 0.012210938716279462, 0.014724334357748179, 0.013842156080575018, 0.013411749515642902, 0.010896907540986156, 0.020277929046049963, 0.014941918550878045, 0.016198255110655688, 0.02142102867655879, 0.02786404609688807, 0.010896907540986156, 0.0240078501040837]","[0.0, 0.0, 1.734723475976807e-18, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 3.469446951953614e-18, 1.734723475976807e-18, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 3.469446951953614e-18, 1.734723475976807e-18, 0.0, 0.0, 3.469446951953614e-18, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 1.734723475976807e-18, 1.734723475976807e-18, 1.734723475976807e-18, 0.0, 0.0, 1.734723475976807e-18, 1.734723475976807e-18, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18]"
32,"{'alpha': 0.09068749789438726, 'l1_ratio': 0.026017503732551753}",0.12836203996626172,"[0.013740273551952184, 0.016430667984067927, 0.011249962659097825, 0.008474772851101618, 0.009777621332171926, 0.01437367485203566, 0.011835236703917729, 0.013347392757027352, 0.0069564883793362285, 0.01292412390358731, 0.013237409738388795, 0.012661590110263056, 0.007974413094368658, 0.008373496400606056, 0.006069176496462412, 0.002725617336813537, 0.026775491346727128, 0.003131253276181059, 0.004609079058383887, 0.015839143043819143, 0.030979764729430027, 0.016460626235472595, 0.01600685580051444, 0.010381841570692963, 0.006200443124278194, 0.025269730571009036, 0.013124132453176299, 0.01579866825575345, 0.021842101285114702, 0.008218610973191095, 0.013124132453176299, 0.02144172149341675, 0.01049867249197385, 0.011943183259875263, 0.03345003290682302, 0.04020769962544679, 0.02589859954129743, 0.029159445903505287, 0.015889981715465337, 0.009192426102135658, 0.012982870573477337, 0.024744238383669976, 0.013334011433485773, 0.021200909712515852, 0.005118315096429359, 0.007271319969217819, 0.0031403081202423296, 0.002684537177448463, 0.0176888808847799, 0.023673397118466544, 0.018085577042463365, 0.018930579754311214, 0.013324093663867461, 0.02396610791842939, 0.013047593305277416, 0.01798159168474274, 0.018930579754311214, 0.019032109538964066, 0.006445750562854099, 0.020101486116824666, 0.014935614243437543, 0.017001536992281456, 0.023731266578016205, 0.030083229705822126, 0.010837863966990486, 0.026846554383372193]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 1.734723475976807e-18, 3.469446951953614e-18, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0]"
33,"{'alpha': 0.08970011548043144, 'l1_ratio': 0.03386840023960631}",0.12859072386349668,"[0.012102079482539913, 0.013542498712898263, 0.012301832643986417, 0.011462969746584478, 0.012301832643986417, 0.01517566284148456, 0.012301832643986417, 0.014416586108124484, 0.010588882351358258, 0.011462969746584478, 0.012301832643986417, 0.011462969746584478, 0.011227992087313692, 0.011427745248760196, 0.010588882351358258, 0.011427745248760196, 0.02686362613059269, 0.011427745248760196, 0.011427745248760196, 0.016014525738886495, 0.02686362613059269, 0.013856650961285877, 0.015140438343660278, 0.015140438343660278, 0.010588882351358258, 0.02446994491589129, 0.012102079482539913, 0.014416586108124484, 0.02075725182099121, 0.011462969746584478, 0.012102079482539913, 0.021396361556946644, 0.011227992087313692, 0.012982563566059655, 0.026822004944474884, 0.028062671013386734, 0.01789430154375378, 0.025947917549248665, 0.013577723210722545, 0.011462969746584478, 0.012703635815496323, 0.02371086818253122, 0.013542498712898263, 0.01577954807961571, 0.011427745248760196, 0.011427745248760196, 0.010588882351358258, 0.010588882351358258, 0.014416586108124484, 0.015132541528022007, 0.014416586108124484, 0.013577723210722545, 0.012301832643986417, 0.015132541528022007, 0.012301832643986417, 0.014416586108124484, 0.013577723210722545, 0.013017788063883937, 0.011427745248760196, 0.02075725182099121, 0.015140438343660278, 0.016014525738886495, 0.02159611471839315, 0.0274235612774313, 0.011427745248760196, 0.0237460926803555]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 1.734723475976807e-18, 1.734723475976807e-18, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18]"
34,"{'alpha': 0.0972748370764016, 'l1_ratio': 0.019646446074248685}",0.12836372893891554,"[0.014355736499376402, 0.015707470834870816, 0.007847121563140286, 0.00597693489859442, 0.007023043522447914, 0.011618928415163486, 0.008843166442489442, 0.010337089788292064, 0.004006596538816879, 0.012408613405213943, 0.01289352096077602, 0.013339452252382684, 0.004253687292045821, 0.005459909509077868, 0.00033173216460468183, -0.0057964888258009535, 0.02319273167982895, -0.003980602589342923, -0.0020090710232117236, 0.013613994817385988, 0.03062046050225854, 0.015833483892929476, 0.0145203500322856, 0.005165836575979755, 0.002829069490099404, 0.024607357362190895, 0.012666253836302876, 0.01657754098404051, 0.023211913219756557, 0.006763347714587954, 0.012666253836302876, 0.019046569683137334, 0.011066899903481427, 0.0140638521144841, 0.03824075370910614, 0.050966014577766415, 0.03207485246814452, 0.0314984618477895, 0.01685317273456466, 0.01117982335728628, 0.01166198809904858, 0.024809164661636254, 0.012356415633861834, 0.02396270491304538, -4.8383825860580376e-05, 0.005233047114766593, -0.0030168357107760533, -0.004965393841037948, 0.019833552668175235, 0.029224750260816713, 0.022086756360526438, 0.024477779611789638, 0.01307336272880282, 0.030328457374877316, 0.012067552186863511, 0.020937259782235842, 0.02408273437981794, 0.02129010193455774, 0.0026629948167582063, 0.020719615432749555, 0.012217168257906629, 0.015055080519005046, 0.025178798829018828, 0.030614699825505867, 0.010111077376674478, 0.03028221437654996]","[0.0, 0.0, 0.0, 8.673617379884035e-19, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 1.734723475976807e-18, 3.469446951953614e-18, 0.0, 1.734723475976807e-18, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 3.469446951953614e-18, 0.0, 1.734723475976807e-18, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35,"{'alpha': 0.09747394452458645, 'l1_ratio': 0.01661547292001666}",0.1286981934605624,"[0.01693444716243609, 0.015446876291979396, 0.006063945819662213, 0.0038560543073234733, 0.006811657640679218, 0.009573802337376798, 0.0062561523985240316, 0.008097361964269946, 0.002635438821103127, 0.011941200075674485, 0.01270178217092538, 0.01383763575587455, 0.001643516915420422, 0.004355174381479055, -0.0034139806470430342, -0.012393748468664798, 0.021360512183234412, -0.010228020179822338, -0.006582700319222101, 0.013502705447498797, 0.033852644303777026, 0.01603764599519736, 0.011145785446669549, -0.0008409515319098212, 0.0010182274333172623, 0.022756260834954845, 0.013205210592556776, 0.01896938851135601, 0.0241209023629846, 0.0070115400245366515, 0.014376096039695148, 0.018448268913465293, 0.009925959150392426, 0.018297475497863154, 0.04311840248382604, 0.05600904085842571, 0.03717407338738702, 0.03236061889707475, 0.015510037678304148, 0.014626783297905397, 0.008537216628785527, 0.023234937294197972, 0.011040227191482505, 0.025439819422312344, -0.0037690724645131, 0.005715598475624683, -0.008857439012146192, -0.009778913342179556, 0.021625010739153173, 0.03461312126259185, 0.025798385136969085, 0.030956660497840276, 0.00984115285001467, 0.034517708402396936, 0.010394176145409419, 0.022159754648015534, 0.030071884843509745, 0.022735187532681455, 0.00024393546818776528, 0.02145779794850555, 0.009704631104588905, 0.01257791881713418, 0.027486179923452553, 0.0323784824003431, 0.009795333381655431, 0.032593174679782955]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 3.469446951953614e-18, 1.734723475976807e-18, 3.469446951953614e-18, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0]"
36,"{'alpha': 0.09593576532394775, 'l1_ratio': 0.013459337653071547}",0.12950533431933084,"[0.021820653728799797, 0.015753820516432048, 0.006192040582105165, 0.0011573195756932816, 0.006268844040035102, 0.008994816745734428, 0.0037682211721828365, 0.006684375641807093, 0.0018364084661998698, 0.013323822700869306, 0.0130913911037323, 0.014704701225759302, 0.0012773777045442126, 0.0017039629776073725, -0.0065323907479488295, -0.02048071343083641, 0.02134673062671663, -0.019598806155107323, -0.01196462628164952, 0.015570275284628662, 0.03847271746759921, 0.015937702431332537, 0.008047824065681528, -0.007690434758950464, -0.001630246297039683, 0.02012354123145287, 0.01168009667255752, 0.022600657134844365, 0.02647374958008882, 0.008297386447846883, 0.01768574962325778, 0.018330413383413922, 0.009730551895441128, 0.02349401856553959, 0.05075629139418606, 0.05830375685346786, 0.04163783509365725, 0.031815131298589795, 0.013803839205947683, 0.019221726196157172, 0.0037704818893973167, 0.019565633606930477, 0.008728305874398915, 0.02825950528747095, -0.005828735577547536, 0.007521264035077864, -0.01681066259758879, -0.015208440978522203, 0.022852292366614638, 0.03948314780515093, 0.03090930449412956, 0.039898700149003485, 0.004455619370400385, 0.03707018235128188, 0.007709986375890693, 0.02317209857996858, 0.03849350565434026, 0.02296353729584492, -0.002208917637768858, 0.021457032983498398, 0.00524064845863628, 0.008057100454426121, 0.02922326917261178, 0.0354919546762254, 0.010493044034756713, 0.0353477609343401]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 3.469446951953614e-18, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 6.938893903907228e-18, 0.0, 0.0, 1.734723475976807e-18, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 3.469446951953614e-18, 0.0, 3.469446951953614e-18, 8.673617379884035e-19, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0]"
37,"{'alpha': 0.104618729165004, 'l1_ratio': 0.020367783764456374}",0.1283900130527712,"[0.013648934678281007, 0.01644829527430918, 0.009525194267316546, 0.007049436159633489, 0.0081137657373203, 0.013186644835828808, 0.010744808986338844, 0.012009026352327243, 0.005764683097479861, 0.012804804470065566, 0.012980011364376915, 0.013240600685621988, 0.005783154100234469, 0.006810321254705834, 0.00370484613779979, -0.001023678133983687, 0.02440124483336932, 9.363826473064718e-05, 0.0014883661384956573, 0.015039651748154576, 0.030404790441151644, 0.016037388835495454, 0.01598225609307304, 0.00840662212826126, 0.0047308350856694915, 0.024972961591144472, 0.012874803318714932, 0.01610350480083613, 0.02238639087014783, 0.007213548983884602, 0.012874803318714932, 0.02019774731007853, 0.011311989525327776, 0.012698172996628282, 0.03525496723510637, 0.04530114890830015, 0.028547360368965265, 0.030337242218942694, 0.016533582119346135, 0.009917273075086977, 0.012878093695987905, 0.024114936858825046, 0.013280124987675874, 0.02262278928378277, 0.002952769770342329, 0.006541002315317148, 0.000979038180360478, -0.00027628967159285325, 0.018981398169392504, 0.025789695622801267, 0.02030934996536104, 0.02107832164826855, 0.013628410175234343, 0.02624803526298818, 0.01314547244487705, 0.019439737809579416, 0.021170934536078056, 0.019953769898285817, 0.00547189548063554, 0.020392261973951872, 0.013520104856406917, 0.015796205132494707, 0.024054054437804517, 0.02965834516572099, 0.01082143972329791, 0.027624295372868004]","[0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 3.469446951953614e-18, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 0.0, 3.469446951953614e-18, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 3.469446951953614e-18, 0.0, 0.0, 3.469446951953614e-18, 0.0, 8.673617379884035e-19, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0]"
38,"{'alpha': 0.0895913973676328, 'l1_ratio': 0.00312509935605107}",0.13308488780442468,"[0.031108831427051977, 0.018717176427145526, 0.014209800474094295, -0.01325040512092817, -0.007526517620138916, 0.004919771461129229, -0.0017561345006673168, 0.009415962379574951, -0.009019609979118265, 0.022912443794065606, 0.013973340972261475, 0.011799109569704105, -0.001099124466316605, -0.017608200429135478, -0.021755233050191825, -0.04051700304838521, 0.0189128330870026, -0.04661540301451697, -0.03185868290387768, 0.018738318433753065, 0.05438093507351163, 0.017271243891549926, -0.0014826832323118766, -0.03160928926328886, -0.006734217698552185, 0.01627165007939699, 0.011812085085959443, 0.02876718782277562, 0.033384975579019954, 0.009238247278663042, 0.03489992421483237, 0.011564096409071334, -0.0004546694231905694, 0.03916083520647033, 0.08566754180727572, 0.05134592412977943, 0.04707458852157648, 0.032278477331933134, -0.0007344077423242215, 0.028795987861844022, -0.023180778680770314, 0.010239710422092475, -0.0036441504580351104, 0.02299695580837457, -0.01840113719781016, 0.019984052365990924, -0.047472404035273336, -0.03906942927402518, 0.03435611259255664, 0.06265316288702806, 0.04923819504153883, 0.07074569688889955, -0.017854131484225304, 0.04118479160686013, 0.0058936766470866694, 0.017761784703100105, 0.06951031013665868, 0.02812668862445199, -0.011813978004395265, 0.018130863359219037, -0.011860879624018071, -0.011239689933362397, 0.044453487771629864, 0.04468216470233394, 0.010301853816331866, 0.04789284229794458]","[0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 1.3877787807814457e-17, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0]"
39,"{'alpha': 0.09833169043779882, 'l1_ratio': 0.0059463314933114846}",0.13159449825093159,"[0.02887628935143516, 0.017163288331804225, 0.012221951392032707, -0.009316240778157136, -0.0019949144653383663, 0.008310499089249489, -1.903034519981292e-05, 0.008340855584456273, -0.004243683876010661, 0.019775902354601613, 0.014846493604927213, 0.014155151936586558, -0.0012422696260401857, -0.01120575294495882, -0.015536829485225492, -0.03322321421389546, 0.020260250442915382, -0.03662008543834708, -0.025380282376327456, 0.018835423942806358, 0.048467738540070304, 0.016222568124714086, 0.0008869811319471357, -0.02453297208919879, -0.005121861422281375, 0.01850993379947919, 0.010510888394170304, 0.028045463540782977, 0.031078975206481733, 0.007203789110065538, 0.028374338802430333, 0.014223223502638563, 0.004528103981289988, 0.034914890975064075, 0.07323007855736205, 0.05433113540493145, 0.04476241679106183, 0.032317082031555325, 0.004871265776006071, 0.026749094829154486, -0.01227992315245406, 0.013740418146289485, -0.0008989543152771069, 0.026566415367125017, -0.012785947663529843, 0.01608801281639578, -0.035656456347906096, -0.02973727102463297, 0.03159320603873046, 0.055206366652778914, 0.044930179482059435, 0.06290746166430057, -0.009073726204819822, 0.041955773547338204, 0.007338229290915765, 0.02304067682158927, 0.06057078598710228, 0.02674437355856706, -0.007413782360688337, 0.02092993385657808, -0.004038579732626878, -0.0031250551223323073, 0.03873285543414284, 0.043009886574483146, 0.009346272048072077, 0.04226966225602463]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 6.938893903907228e-18, 0.0, 0.0]"
40,"{'alpha': 0.09528439657369991, 'l1_ratio': 0.009679419195241117}",0.13053954774270315,"[0.02602937340316715, 0.016716391859938173, 0.009091982885581208, -0.004320153184997427, 0.0031299069869129177, 0.008959189200909375, 0.0019106716568444487, 0.007477875285304792, -0.0004268028070517557, 0.016421344039902135, 0.014289660654605815, 0.015196908785688723, 6.949322618845545e-05, -0.004360503780355312, -0.011296615278610984, -0.02738828553961377, 0.021584876679485786, -0.029271931669913334, -0.018973754574983175, 0.017014585126079396, 0.0438461316647542, 0.015695320654087914, 0.004132731703104955, -0.01665598627506414, -0.0035860326275710883, 0.019174028680832463, 0.00974045107638016, 0.02547450736484048, 0.02908200489509243, 0.008380534209234921, 0.021952455597999663, 0.016887197541331993, 0.008019155078487696, 0.030395909052743544, 0.061148856297829644, 0.056344223935960315, 0.04185709327914063, 0.031817114404092225, 0.010396108821764796, 0.023858678500312636, -0.0032758534652797024, 0.01644293099461003, 0.0032036483184292065, 0.028106902976969845, -0.00944353758820511, 0.01138134737280974, -0.026354748989342997, -0.022787716398561846, 0.026627548707346516, 0.04725810810622554, 0.03815436581161464, 0.05203925998177835, -0.0029170674659527544, 0.03984802158576083, 0.006249853285823736, 0.023883335765798774, 0.05023832198384969, 0.02420679081047077, -0.005386770545392987, 0.02165552717167919, 0.00023438243956408825, 0.0023303267518876986, 0.033582314484345774, 0.039606757615480964, 0.010404539358971995, 0.03887567328631289]","[3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 3.469446951953614e-18, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 3.469446951953614e-18, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41,"{'alpha': 0.08506107396545383, 'l1_ratio': 0.02474530900894032}",0.1283561095480753,"[0.013761749791577682, 0.016593016907710506, 0.00903113434929739, 0.006492722860319689, 0.007505726198104881, 0.013055106374689216, 0.010336029761190696, 0.011599731695660892, 0.005111847550118311, 0.012912067823367762, 0.012967447083000303, 0.013356626925590266, 0.004906109347041357, 0.006201819938534011, 0.002621245384201479, -0.0030326082372244476, 0.024891345111064316, -0.0017773745488960328, -0.0002616803180096935, 0.014746936721624393, 0.031419421707524146, 0.01606056897488265, 0.01578846234805825, 0.007390552897428751, 0.0039234241243829415, 0.02558666315693799, 0.012434438115631783, 0.01632118755596894, 0.02323856334628753, 0.006539606464913191, 0.012434438115631783, 0.020413475290077664, 0.01102928209252785, 0.012651487760730265, 0.03702753770795545, 0.048016130916543436, 0.029628319485603103, 0.031248386246404497, 0.01679547020890647, 0.009443773848165431, 0.012620270605013728, 0.02467704570066476, 0.012758812898427091, 0.02318684355949995, 0.0017777083580849673, 0.005862794013085857, -0.0006911941424699516, -0.0021447080746712904, 0.019277162223731638, 0.02708433947458565, 0.020728619541111475, 0.021586873163670958, 0.01333054532017064, 0.02747013394996474, 0.012757680210906416, 0.019662956699110726, 0.021770664193252257, 0.020564857461760427, 0.0041569558643628325, 0.020678824492994984, 0.01308479041317575, 0.015681115813575418, 0.024620985147289987, 0.03079557162727543, 0.01044944974610249, 0.029111981387582007]","[0.0, 0.0, 0.0, 0.0, 8.673617379884035e-19, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0]"
42,"{'alpha': 0.08961453091723716, 'l1_ratio': 0.01944356489397369}",0.12849700006717202,"[0.01581178982472399, 0.01547349040720177, 0.006602048482734559, 0.00476393732652026, 0.006655950185634904, 0.0104470078171092, 0.007225740619012715, 0.008834512363484006, 0.0027212577333681626, 0.012064020514187083, 0.012951069214790265, 0.013517498729789183, 0.002348315416271977, 0.00468922659096537, -0.002422905805809967, -0.010161529541424647, 0.02243153015301322, -0.007979357490156616, -0.004962038213604872, 0.013253526674843093, 0.032312678658304936, 0.016005604514227206, 0.012514459250806832, 0.0015480251447510963, 0.0013935944068624202, 0.023727062112747537, 0.013045391491650883, 0.01753321965812793, 0.0240100084952051, 0.00644072710908861, 0.013589764498283164, 0.018530024471505514, 0.010193832121631687, 0.016507641518020796, 0.04138339507163838, 0.05532377361526855, 0.03535509998311777, 0.032494632651908065, 0.01635673815984049, 0.012844677528422435, 0.009942798207925799, 0.024503718202391014, 0.011227520343462713, 0.024979385195809025, -0.0029781311229076964, 0.004654426588305944, -0.006994491870470336, -0.008646144271144414, 0.020790878491844092, 0.032866636994969035, 0.024245612612128643, 0.028545295446634828, 0.011220093147505744, 0.0335733332689005, 0.01072505339260354, 0.021851781697365468, 0.02767923700763178, 0.02245361098263511, 0.0007045403387011973, 0.02119056652331151, 0.010897150504942657, 0.013918929569241636, 0.02697808165921137, 0.03198398762950747, 0.009561020500909276, 0.0322618626729299]","[0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 1.734723475976807e-18, 8.673617379884035e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 1.734723475976807e-18, 0.0, 0.0, 0.0, 8.673617379884035e-19, 0.0, 0.0, 0.0, 3.469446951953614e-18, 3.469446951953614e-18, 0.0, 0.0, 0.0, 3.469446951953614e-18, 0.0, 0.0, 0.0, 3.469446951953614e-18, 1.734723475976807e-18, 0.0, 0.0, 0.0, 0.0, 0.0]"
