index,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
326,Cc1cc(C)nc(NC(=S)N2CCN(c3nccc(C(F)(F)F)n3)CC2)c1,0.5217691776088459,10.1441,0.826,8.0005,-3.9471,-104.6963,-78.0696
944,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccc(Br)cc2O)cc1,0.1554941257774706,7.4509,2.5111,6.7897,-11.0208,-89.0214,-94.8666
300,Cc1ccc(-c2cc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)c3ccccc3n2)cc1C,0.5563234277816171,10.7399,2.3317,6.8247,-15.6744,-94.4575,-102.6989
1125,NC(=O)C1CCN(c2ncc(-c3ccc(Br)cc3)s2)CC1,0.0932964754664823,7.5732,1.396,5.3038,-6.3503,-73.0717,-72.6328
1487,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@@H]2C)n1,0.0328265376641326,11.8046,3.3267,8.215,-10.205,-132.3154,-131.4851
1217,FC(F)(F)c1ccccc1-c1nc(NCc2cccc(Cl)c2)c2ccccc2n1,0.0715272978576365,8.841,0.7343,6.6294,-13.9309,-77.2824,-75.9286
1649,COc1ccc(OC)c(N2C(=O)C(Cl)=C(N3CCCCC3)C2=O)c1,0.0207325501036627,9.2831,0.0,7.4956,-5.6622,-87.6388,-74.4735
715,O=C(Cc1n[nH]c(=O)c2ccccc12)NC1CCCc2c1[nH]c1c(Cl)cccc21,0.2470628887353144,8.4857,2.4513,6.7277,-17.9848,-92.1354,-107.0791
194,CCn1ncc(NC(=O)Cn2ncc3cc(-c4cccc(OC)c4)ccc32)n1,0.6744989633724949,10.5984,0.8822,6.4621,-16.5909,-95.9489,-94.3329
441,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ncc(-c3ccccc3)s2)cc1,0.4181064270905321,8.9001,1.8619,5.4911,-18.9381,-76.0871,-88.8508
574,O=C1CCCC2=C1C(c1ccccc1C(F)(F)F)N=C(Nc1nc3ccccc3o1)N2,0.3144436765722184,8.9682,1.7719,8.745,-16.9704,-104.6899,-106.1329
504,CC(C)Oc1cccc(-c2ccnc(N3CCC(C(N)=O)CC3)n2)c1,0.3690393918451969,10.3758,1.3625,6.5864,-5.8011,-95.1039,-84.6714
606,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0.3058051140290255,6.5646,1.0028,5.638,-9.205,-60.8077,-70.0127
1042,COc1cc(C(=O)N2CCN(c3cc(Cl)ccc3Cl)CC2)cc(OC)c1OC,0.1178299930891499,11.4775,0.0,8.5589,-4.7799,-99.0085,-86.7357
1587,Cc1cccc(-n2c(C)cc(C=C(C#N)C#N)c2C)c1,0.0255701451278507,7.1584,0.0,2.2416,-15.9419,-41.1993,-57.1412
4,Cc1nc(-c2ccco2)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)NC2CCCCC2)n1,0.9917069799585349,12.2111,1.1076,7.4528,-9.0334,-110.7234,-109.833
1081,N=c1c2c(n(Cc3ccccc3)c3c1CCC3)CCC2,0.1085003455425017,6.5952,0.6397,1.8017,-10.4641,-34.3657,-44.8298
1152,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc3)c3ccccc3n2)cc1C,0.0863856254319281,12.7298,0.6311,6.9041,-14.6455,-93.543,-86.567
468,CC(C)NC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(-c3cccc(C(F)(F)F)c3)c(=O)n1C2,0.3994471319972357,12.0966,0.5621,9.4954,-5.6324,-110.0909,-89.5781
322,CN1C(=O)CN=C(c2ccc[nH]2)c2cc(Cl)ccc21,0.5231513476157567,6.6783,0.8681,4.604,-10.738,-63.1209,-61.2967
6,O=C1C(c2ccc(C(F)(F)F)cc2)=C(Nc2ccc(Cl)cc2)c2ccccc21,0.9796129923980648,8.2353,0.7536,6.6747,-15.1258,-71.092,-76.2671
223,CCOc1ccccc1C(=O)Nc1ncccc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,0.6548030407740153,10.6606,2.0999,10.8006,-9.8361,-125.0568,-116.0606
548,Cc1ccc(N2CCN(c3cnn(-c4nc5ccccc5s4)c(=O)c3Cl)CC2C)cc1,0.3324118866620594,9.7381,0.0,4.7881,-16.8415,-72.81,-71.4976
229,O=C(Nc1nc(-c2ccc(Cl)s2)cs1)c1cccs1,0.6434001382170007,3.8537,1.0171,3.1316,-12.1562,-42.5035,-55.5351
40,Cn1nc(-c2ccccc2F)c2cc(C(=O)Nc3cc(F)ccc3F)sc21,0.8756046993780234,7.6327,0.8778,7.5094,-16.7944,-82.5878,-98.4779
543,Cn1nnnc1Sc1ncnc2scc(-c3ccc(F)cc3)c12,0.3393227366966137,6.5141,0.0,4.1152,-16.0939,-59.9635,-62.5005
243,Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C,0.6254319281271596,12.3308,0.9311,5.664,-18.6345,-80.0209,-89.8414
1007,CC1=C[C@@H](CNC(C)C)[C@H](C(C)C)C[C@H]1Cc1nnc(-c2ccncc2)o1,0.133379405666897,9.7623,0.4537,4.3901,1.7973,-70.5807,-49.7714
137,CCN1CCN(C(=O)CCCn2nc(C)c3c(C)n(-c4ccc(C)cc4)nc3c2=O)CC1,0.7360055286800277,13.6388,0.0,7.3519,-5.7519,-106.6133,-80.2631
1176,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(F)cc1,0.0794747753973738,8.8512,0.0,4.4198,-10.6194,-62.1552,-56.594
