index,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
1903,Brc1ccc(-c2csc(N3CCCCC3)n2)cc1,3.45,6.2197,0.0,3.0174,-5.726,-41.2389,-38.7312
1898,Cc1ccc(-c2nc3ccccc3o2)cc1NC(=O)COc1ccccc1,3.5,9.1678,0.59,5.4347,-18.8322,-72.3904,-79.3779
1887,Oc1c(C(Nc2nccs2)c2ccc(C(F)(F)F)cc2)ccc2cccnc12,3.54,7.8067,1.9518,7.223,-15.1597,-86.2158,-91.0217
338,O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1-n1cnnn1,30.0,6.9814,0.9539,3.9664,-20.5449,-64.8483,-76.1029
1886,Cc1cccc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1,3.54,7.4596,1.3861,4.0656,-18.2442,-66.1853,-79.5444
1921,CCC(=O)NC(c1ccco1)c1cc(Cl)c2cccnc2c1O,3.3,7.6575,1.7537,6.8697,-10.3101,-84.5971,-94.9072
1720,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,5.2,8.6187,1.3838,3.1723,-18.1924,-59.6598,-72.3774
1833,CC(C=CC(=O)NO)=C[C@@H](C)C(=O)c1ccc(N(C)C)cc1,4.06,9.2158,1.5584,6.3078,0.9001,-80.7798,-79.8797
1830,Oc1ccc(CNc2cccc(F)c2)c2cccnc12,4.1,6.1823,1.5986,4.8438,-12.8539,-61.548,-74.402
394,Cc1ccc(-c2cc(C(=O)Nc3ccncc3)c3ccccc3n2)cc1,30.0,8.7455,0.6209,4.0151,-19.7458,-62.7307,-82.4765
1765,COc1ccccc1NS(=O)(=O)c1cccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)c1,4.7,11.3333,2.3439,9.3918,-11.3365,-118.6874,-123.6503
1763,NC(=O)C1CCN(c2nc(-c3cccc4ccccc34)cs2)CC1,4.72,8.3131,1.3411,4.4711,-13.5357,-68.1612,-73.6885
1762,OC(CCN1CCCCC1)c1ccc(-c2ccccc2)cc1,4.73,7.8,0.597,2.8812,-2.2046,-41.1841,-43.3887
398,CCN1CCc2c(sc(NC(=O)Nc3ccc(Cl)c(Cl)c3)c2C(N)=O)C1,30.0,6.4314,2.9236,7.0333,-4.8114,-94.2585,-98.3915
1760,COCCNS(=O)(=O)c1cc(-c2nn3c(C)nnc3c3ccccc23)ccc1C,4.77,11.256,0.8604,7.4193,-11.2521,-101.7352,-89.1658
400,NS(=O)(=O)c1ccc(NC(=O)c2cc3ncccn3n2)cc1,30.0,6.2816,2.6719,6.8335,-12.8841,-95.4087,-94.5608
402,Cc1ccc(S(=O)(=O)Nc2nc3ccc(C)cc3nc2Nc2ccc3c(c2)OCO3)cc1,30.0,10.2922,2.0018,8.0288,-21.7167,-107.5799,-109.0712
1753,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,4.87,6.8947,1.3691,3.7858,-8.9234,-66.5723,-58.7276
1748,CCOC(=O)N1CCN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2cccc(C)c2)CC1,4.9,15.6954,0.0,10.3874,-7.5156,-138.8163,-76.3495
1747,O=C1Nc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,4.92,6.4341,0.9621,5.0228,-15.4413,-58.1493,-67.5742
1741,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,4.99,15.8929,2.2327,10.8447,-2.1029,-141.9466,-115.9897
1740,Oc1ccc(CNc2ccccc2C(F)(F)F)c2cccnc12,4.99,6.6754,1.8261,6.5833,-9.9902,-74.0329,-73.0185
1426,COc1cc2c(cc1NC(=O)COc1ccc(Cl)cc1)oc1ccccc12,8.77,8.7157,0.8358,6.8284,-17.19,-79.8551,-93.4492
1725,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,5.13,19.0037,0.56,11.3725,-12.8603,-135.2375,-120.1613
393,CC(C)c1nc2oc3c(NCCN(C)C)ncnc3c2c2c1COC(C)(C)C2,30.0,10.2589,0.7584,6.8505,-3.3838,-100.6399,-84.7553
1774,O=C1Nc2ccccc2/C1=C/c1ccnc2ccccc12,4.5,6.1052,0.8452,3.0363,-19.9311,-46.2039,-66.135
1780,Oc1ccc(CNc2ccccc2Br)c2cccnc12,4.46,6.064,1.7428,4.2786,-11.8003,-57.4416,-69.2419
390,Cn1c(=O)c2c(nc(Cl)n2Cc2ccc(Cl)cc2)n(C)c1=O,30.0,8.9287,0.0,6.8166,-8.5805,-85.9532,-56.6035
1821,CCOc1ccc(NC(=O)CSC2=Nc3ccccc3C3=NC(CC(=O)NCc4cccs4)C(=O)N23)cc1,4.16,13.6358,1.3097,9.5723,-18.4108,-129.46,-134.1751
1820,Cc1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1S(=O)(=O)N1CCOCC1,4.16,10.9727,0.7683,8.0139,-10.9153,-104.7433,-92.1609
1817,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,4.18,12.7317,0.557,6.5595,-12.9874,-91.6052,-96.983
1805,CCOC(=O)c1ccc(NC(=O)CSc2nc3c(cc2C#N)N2CCC3CC2)cc1,4.26,11.9005,0.7724,7.9076,-18.0128,-107.892,-112.3336
1801,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,4.29,8.7807,0.8257,4.6279,-30.3133,-72.3075,-100.3626
1796,COc1cc(C(=O)N2CCN(c3cc(Cl)ccc3Cl)CC2)cc(OC)c1OC,4.31,11.4775,0.0,8.5589,-4.7799,-99.0085,-86.7357
1793,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.34,9.6536,0.6299,5.7608,-1.7032,-77.9188,-75.2724
1832,CCCCN(CC)CCCNC(=O)c1ccc2c(c1)N(Cc1ccc(C)cc1)C(=O)c1ccccc1S2,4.06,13.5518,0.5267,6.4294,-5.9601,-90.0822,-88.4456
381,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1,30.0,8.5188,1.327,6.646,-6.1627,-83.9256,-90.0884
1790,Cc1cccc(C(=O)N2CCc3cc(-c4nc(NC(=O)Cc5ccc6c(c5)OCO6)sc4C)ccc32)c1,4.4,12.7464,0.8084,7.6567,-24.7847,-100.637,-110.292
384,COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1,30.0,8.7747,1.5553,5.9207,-15.7952,-85.1994,-97.2294
1784,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,4.4,9.6993,3.1675,7.6851,-20.189,-112.3603,-132.5492
1783,CCC(=O)NC(c1ccc(OC)cc1)c1cc(Cl)c2cccnc2c1O,4.41,9.3158,1.7676,7.2824,-9.6867,-90.0255,-99.7122
1782,CNC1(c2ccccc2Cl)CCCCC1=O,4.44,6.6175,0.5167,3.9777,1.3821,-48.9067,-47.5246
388,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3oc4ccccc4c3C)cc2)nc(C)n1,30.0,10.7329,1.8842,8.3204,-17.0418,-110.4642,-111.2526
389,COc1cccc(-c2nc3cc(NC(=O)c4ccc(C)c([N+](=O)[O-])c4)ccc3o2)c1,30.0,10.8309,0.6684,8.6854,-19.897,-101.4506,-106.6989
382,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(Cl)cc2)c1C,30.0,6.8617,1.5473,5.6116,-5.3186,-70.4836,-75.8022
1424,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C,8.83,10.4409,0.0,7.7334,-4.351,-88.3903,-81.8371
1409,O=c1c2ccccc2nc(/C=C/c2cccnc2)n1Cc1ccccc1,8.99,9.6096,0.0,3.8445,-19.6373,-60.3176,-69.0334
1413,Cc1cccc2c(C(=O)O)cc(-c3cccs3)nc12,8.96,5.8024,0.9837,4.0046,-13.4815,-50.8855,-64.2287
992,COCc1cc(C)nc(SCC(=O)c2ccc(O)c(O)c2)c1C#N,19.0,8.3038,1.8535,7.2875,-8.1227,-90.5648,-99.5696
990,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2n1,19.19,9.371,0.869,7.5729,-7.0985,-93.4803,-91.2214
983,O=C(Nc1nc(-c2ccc(Cl)s2)cs1)c1cccs1,19.52,3.8537,1.0171,3.1316,-12.1562,-42.5035,-55.5351
982,CC(C)(C)c1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1,19.58,8.55,0.0,4.0054,-14.2333,-64.1234,-65.396
975,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2C(=O)c1ccccc1F,20.0,12.6205,0.9013,9.0759,-25.0353,-111.6614,-121.9282
958,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1,20.0,11.5202,1.8108,11.8069,-12.6927,-131.4574,-120.8723
957,Cc1cnc(CNc2nc(-c3ccccc3Cl)nc3ccccc23)cn1,20.0,8.0504,0.6818,4.0375,-16.6428,-67.5995,-77.3116
956,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,20.05,10.5313,0.701,7.142,-0.3319,-79.8692,-80.2011
950,CCOC(=O)c1c[nH]c2c3c(ccc2c1=O)CCCC3,20.37,7.2223,0.5952,5.0238,-7.6619,-61.7942,-61.8123
944,COc1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,20.67,9.9524,0.0,5.4046,-13.168,-75.1097,-72.8957
940,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@](O)(C(=O)CO)CC[C@@]12O,20.92,11.2082,2.1891,8.8964,5.4947,-100.0986,-94.6039
931,COC(=O)C1=C(C)NC(=O)CC1C(=O)Nc1ccc(Cl)cc1,21.0,9.1649,1.5235,8.1644,-4.4529,-98.1017,-95.0398
922,CCOc1ccc(CNc2ccc3c(c2)ncn3C)cc1,21.0,7.8211,0.5944,3.9333,-10.3197,-60.6109,-62.9727
921,Cc1cnc(CNc2nc(-c3cccc(NS(C)(=O)=O)c3)nc3ccccc23)cn1,21.0,10.8143,1.5151,6.9952,-16.5557,-106.4532,-108.3197
919,COc1cc(C2c3cc(O)c(OC)cc3CC3C(=O)OCC32)ccc1O,21.1,9.722,1.8872,8.577,-12.2378,-96.3169,-100.9005
1003,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,18.9,8.7095,0.8936,6.6163,-14.8944,-79.0579,-83.2022
916,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,21.25,7.3899,0.0,3.2667,-15.8386,-51.2832,-51.2075
1006,CC(C)(C)C1CCc2[nH]c3ccccc3c(=O)c2C1,18.72,6.1807,0.5708,2.7467,-4.433,-38.2915,-42.7245
1010,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,18.52,7.3774,0.0,2.7219,-0.5523,-41.3862,-41.9385
1056,O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1[N+](=O)[O-],17.0,6.2834,0.914,4.6605,-15.7159,-57.7855,-71.7372
1055,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)c1C,17.0,11.8648,1.566,9.5322,-3.9625,-118.9966,-103.0897
1054,Cc1ccc(-c2cc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)c3ccccc3n2)cc1C,17.0,10.7399,2.3317,6.8247,-15.6744,-94.4575,-102.6989
1051,CC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,17.0,6.9413,0.7395,4.0652,-12.8327,-51.3957,-64.2284
1050,CCCNC(=O)c1ccc2c(c1)ncn2-c1cc(C)cc(C)c1,17.0,8.3118,0.5984,4.003,-9.5463,-60.9548,-63.2005
1048,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,17.15,11.1293,2.1793,8.6062,-7.589,-125.7409,-125.1355
1045,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,17.24,5.8515,0.5427,2.5692,-4.5642,-33.5748,-37.395
1037,CNc1oc(-c2cccc3ccccc23)nc1C#N,17.69,6.0644,0.793,3.5291,-18.2908,-55.1528,-63.0342
1035,O=c1cc(/C=C/c2c(F)cccc2Cl)[nH]c2ccccc12,17.75,6.5539,0.6938,4.9322,-12.5811,-55.5703,-68.1514
609,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,30.0,10.9705,1.8136,9.8304,-16.4281,-118.9807,-121.6516
1033,Cc1cc(Oc2ccc(N)cn2)ccc1Cl,17.82,5.0786,1.3574,3.9832,-6.7092,-54.3169,-55.4612
1022,COc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)c(OC)c1,18.0,7.8333,1.0748,5.4317,-13.3678,-70.5034,-86.4207
1020,CCCN1CNc2c(c(=O)[nH]c(=S)n2CCc2ccc(OC)c(OC)c2)C1,18.0,10.5337,1.4283,7.9921,-3.3792,-107.3991,-104.338
1018,CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(C)C)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O,18.11,21.8107,1.379,15.713,15.4638,-197.4618,-127.6654
1014,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,18.36,6.4565,1.9209,5.102,-12.4346,-70.4791,-75.6487
1008,O=C(NC(c1ccccc1)c1cc(Cl)c2cccnc2c1O)c1cccnc1,18.64,8.6379,1.8292,6.0426,-18.3295,-81.8167,-100.1462
914,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,21.31,5.5603,0.0,4.0122,-19.7028,-52.3824,-59.798
911,O=C1Nc2cc(Cl)ccc2Nc2cscc21,21.77,3.3791,1.6613,3.7375,-12.2388,-49.6303,-61.8691
896,O=C(O)c1ccccc1-c1ccc(/C=c2\sc3nc4cc(Br)cnc4n3c2=O)o1,22.0,7.0945,1.0338,7.2214,-24.2255,-89.3359,-104.2439
796,N#Cc1cccc(-c2nccc(-n3ccnc3)n2)c1,26.0,6.6004,0.0,3.3236,-19.4815,-59.6062,-65.688
793,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C3CC12,26.34,12.3481,0.6284,9.0693,-9.6835,-111.5031,-107.1533
792,COc1ccc(Cl)cc1NC(=O)c1sc2nc3c(cc2c1N)N1CCC3CC1,26.43,7.6386,2.516,6.975,-19.8208,-95.4033,-112.2658
782,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,27.2,9.9464,0.5935,6.2413,-19.1376,-85.548,-95.7573
779,COc1ccc(C[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H]3C(=O)N(C)[C@@H](Cc4ccc(O)c(c4)Oc4ccc(cc4)[C@H]3O)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N2C)cc1,27.55,23.6263,4.0932,19.593,-14.2826,-244.7746,-227.5826
768,CC(C)C(=O)Nc1cccc(NC(=O)c2cc3ccccc3o2)c1,28.0,8.3928,1.2526,6.0198,-12.3326,-78.5344,-87.25
767,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,28.24,12.7612,0.6834,5.9435,8.2929,-73.4568,-45.0111
755,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4,29.84,14.0678,1.7023,10.0309,-24.2303,-123.9084,-144.5105
753,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc([N+](=O)[O-])o1,30.0,7.377,0.9702,8.2991,-20.775,-93.4148,-97.804
749,CCCCn1cnc2cc(NC(=O)c3cc(OC)c(OC)c(OC)c3)ccc21,30.0,10.9003,0.6173,7.8407,-8.3774,-101.1563,-95.1453
748,O=C1Nc2ccccc2/C1=C\c1ccc(C(=O)O)cc1,30.0,5.9275,1.8186,5.0447,-15.367,-62.7493,-78.1163
744,Cc1cc(N2CCN(c3ccccc3)CC2)nc(-n2nc(C)cc2C)n1,30.0,9.7823,0.0,3.9349,-12.1321,-70.0719,-56.1147
743,CC(C)(O)C=CC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@@]12C,30.0,16.672,2.9068,13.2732,8.3701,-148.9099,-140.5398
737,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,30.0,12.5933,0.7642,11.0348,-13.9884,-122.1477,-112.0428
715,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,30.0,6.3806,4.1061,9.2336,2.7833,-114.7721,-97.1101
797,COc1ccccc1C(=O)Nc1nc2nc(C)cc(=O)n2[nH]1,26.0,6.7148,1.9725,6.5994,-13.4964,-89.1526,-92.1903
809,N#Cc1cccc(NC(=O)c2sc3nc4c(cc3c2N)N2CCC4CC2)c1,25.58,7.2846,2.3992,5.5111,-27.0485,-87.2828,-111.6454
811,COc1cc(CNCCO)cc(Cl)c1OCc1ccc(Cl)cc1Cl,25.52,8.0335,1.4624,7.6103,2.7764,-84.8316,-77.298
815,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NC(=O)C1CCCCC1,25.0,9.6796,1.4611,8.6133,-4.4788,-96.0375,-88.9181
895,COc1ccc(C(=O)N2CCC3(CC2)CN(c2cccc(-c4ccccc4)c2)C3)cc1,22.0,11.9585,0.0,4.8743,-16.0892,-67.7898,-75.5298
894,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,22.08,19.5812,2.6577,12.4163,-3.3065,-170.8254,-156.026
893,Nc1c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)sc2nc3c(cc12)N1CCC3CC1,22.12,7.1494,2.4727,8.1534,-16.9068,-100.1665,-105.9401
890,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,22.25,10.9504,0.9262,8.9454,-19.4985,-102.59,-106.9645
888,Cc1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1,22.38,6.5494,0.8432,3.8421,-14.0222,-50.0537,-64.076
866,CCOC(=O)N1CCN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2CCC(C)C)CC1,23.0,15.0745,0.0,10.6623,1.6162,-141.6076,-65.4787
865,Cc1c(NC2=C(Cl)C(=O)N(c3ccccc3)C2=O)c(=O)n(-c2ccccc2)n1C,23.0,9.2382,0.961,7.1954,-17.7332,-93.9422,-90.0153
1076,CN1C(=O)CN=C(c2ccc[nH]2)c2cc(Cl)ccc21,16.04,6.6783,0.8681,4.604,-10.738,-63.1209,-61.2967
855,Cc1ccc(-c2cc(C(=O)Nc3ccccn3)c3ccccc3n2)cc1,23.77,8.1414,0.6929,3.5118,-19.7475,-56.0108,-75.7583
849,Nc1c(C(=O)Nc2ccc(Cl)cc2)sc2nc3c(cc12)N1CCC3CC1,23.99,6.8271,2.333,5.7346,-20.5044,-82.6689,-99.9046
842,COc1cccc(-c2nc(-c3cc4cc(OC)ccc4[nH]c3=O)no2)c1,24.0,8.4839,0.8829,6.8483,-18.922,-87.8119,-95.0378
841,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccccc2O)cc1,24.0,7.7422,2.3951,6.3982,-12.8113,-86.8806,-93.7229
839,COc1ccc(Cl)cc1C(=O)Nc1nc(-c2ccccc2)cs1,24.0,6.7707,1.0127,4.8757,-12.5251,-61.5858,-74.1713
834,Cc1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,24.0,9.7669,0.7561,7.5476,-4.8631,-92.4433,-79.53
833,CC(C)Nc1oc(-c2cccc3ccccc23)nc1C#N,24.0,6.6991,0.7246,3.5978,-16.0605,-56.6178,-61.3492
828,Cc1ccc(O)c(-c2cc(-c3ccccc3C)[nH]n2)c1,24.36,6.0375,1.3928,3.2118,-12.722,-46.8445,-59.5665
850,Cc1ccccc1C(=O)Nc1sc2c(c1C(=O)NCc1ccco1)CCC(C(C)(C)C)C2,23.93,9.9983,1.1713,6.0637,-9.0722,-79.185,-88.2572
1078,CC(=O)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1,16.0,9.9614,0.0,3.3599,-7.7757,-50.755,-50.0782
1079,CCCCCn1c(=O)[nH]c2cc(C(=O)NCCCN3CCC(C)CC3)ccc2c1=O,16.0,12.1144,1.3334,8.3154,2.1616,-112.3546,-97.7476
