index,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
166,O=C(O)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1,92.3,7.5837,0.8774,4.8094,-20.7152,-68.4954,-81.4034
159,COc1ccc(CN2CCC(N3Cc4cccn4C3=O)CC2)cc1,120.0,9.8438,0.0,5.3072,-8.8087,-73.9085,-63.487
157,COc1ccc(CN2CC(Oc3ccc(OC)cc3)C2)cc1,120.0,9.32,0.0,5.3786,-6.5167,-66.4605,-69.0534
155,O=C(Nc1ncc(-c2ccccc2)c2c1OCC2)c1ccncc1,120.0,7.9053,0.8749,4.7744,-18.096,-68.1734,-83.6285
152,O=C(N1CCN([S+](=O)([O-])c2ccccc2)CC1)N1CC2CC(C1)[C@H]1CCCC(=O)N1C2,120.0,15.2881,0.0,10.1087,-4.0274,-124.808,-74.7723
150,COc1cncc(N2CC3CCC(C2)N3CC(F)(F)F)c1,120.0,9.3856,0.0,7.6694,1.0429,-87.8811,-58.3304
148,COc1ccc(CN2CCC3(C2)NC(=O)c2ccccc2O3)cc1,120.0,9.2666,0.7605,6.0726,-11.35,-78.9069,-86.8206
147,c1ccc(-c2cnc(Nc3cccnc3)c3c2CCO3)cc1,120.0,7.417,0.7835,3.7302,-17.5421,-58.6629,-72.5473
144,COCCNC(=O)c1nc2sccn2c1-c1cccc(OC)c1,120.0,8.3302,0.6973,6.3385,-9.2875,-82.7169,-84.236
140,CCN1CCN(C(=O)c2nc3sccn3c2-c2cccc(OC)c2)CC1,120.0,9.9653,0.0,6.1888,-10.4035,-86.6321,-72.4683
137,COc1cccc(-c2c(C(=O)N3CCOCC3)nc3sccn23)c1,120.0,9.4381,0.0,6.5932,-12.6939,-85.3077,-75.2653
136,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)nccc12,120.0,8.9368,0.0,5.9069,-14.0223,-75.8203,-77.5264
135,COc1ccccc1-c1cnc2n[nH]c(-c3ccccc3C)c2n1,120.0,7.2815,0.7389,3.8009,-18.1828,-59.9957,-70.4564
134,Cn1cnc2ccc(Nc3ccccc3)nc2c1=O,120.0,6.7487,0.6135,4.3158,-13.8017,-66.7472,-61.9269
131,COc1cccc(-c2c(C(=O)N3CCCCC3)nc3sccn23)c1,113.7,9.0102,0.0,5.4407,-12.6163,-74.0034,-63.7126
128,COc1cccc(-c2c(C(=O)NC3CC3)nc3sccn23)c1,120.0,7.136,0.8155,5.2124,-14.7074,-71.5991,-76.2333
146,COc1ccc(CN2CCC(N3CCOC3=O)CC2)cc1,120.0,9.6876,0.0,6.0804,-2.3838,-77.9401,-54.964
