index,smiles,half-life
133,COCCNc1nc(N)nc2c1CCN(C(=O)c1cscn1)CC2,1.0
43,N#Cc1ccc(CN2C[C@@H](CO)[C@H](c3ccncc3)C2)cc1,0.8852313167259785
132,COc1ccc(CN2C[C@@H](CO)[C@H](c3ccncc3)C2)cc1,1.0
42,N#Cc1cccc(-c2c(C(=O)N3CCCCC3)nc3sccn23)c1,0.8523131672597865
131,COc1cccc(-c2c(C(=O)N3CCCCC3)nc3sccn23)c1,0.943950177935943
41,CCOc1cc(=O)n2c(c1C(=O)Nc1ccc(C#N)cc1)CCCC2,0.8345195729537366
130,CCOc1cc(=O)n2c(c1C(=O)Nc1ccc(S(N)(=O)=O)cc1)CCCC2,1.0
40,N#Cc1ccc(CN2CC(N3CCc4ccccc43)C2)cc1,0.793594306049822
129,COc1ccc(CN2CC(N3CCc4ccccc43)C2)cc1,0.6619217081850534
39,O=c1c2nc(Nc3cccc(F)c3)ccc2ncn1-c1cccnc1,0.7900355871886121
183,O=c1c2nc(Nc3ccccc3)ccc2ncn1-c1cccnc1,1.0
38,N#Cc1cccc(-c2c(C(=O)NC3CC3)nc3sccn23)c1,0.7793594306049821
128,COc1cccc(-c2c(C(=O)NC3CC3)nc3sccn23)c1,1.0
37,N#Cc1cccc(CN2CCOC[C@H]2c2ncc(-c3ccc(F)cc3)[nH]2)c1,0.7749110320284697
127,O=C(O)c1ccc(CN2CCOC[C@H]2c2ncc(-c3ccc(F)cc3)[nH]2)cc1,1.0
36,N#Cc1ccc(CN2CCC(N3CCNC3=O)CC2)cc1,0.7615658362989324
125,COc1ccc(CN2CCC(N3CCNC3=O)CC2)cc1,1.0
35,Cc1ccsc1-c1[nH]nc2ncc(-c3cccc(F)c3)nc12,0.7597864768683273
124,Cc1ccsc1-c1[nH]nc2ncc(-c3ccccc3)nc12,0.0969750889679715
34,Cc1noc(C)c1-c1cc(-c2cccc(F)c2)cn2cncc12,0.7330960854092526
123,Cc1noc(C)c1-c1cc(-c2ccccc2)cn2cncc12,1.0
